1968,DAILY,SILVER
24-Jun-71,158.9,65.7
25-Jun-71,159.9,66.1
28-Jun-71,159.9,66.1
29-Jun-71,158.2,65.4
30-Jun-71,157.5,65.1
01-Jul-71,160.1,66.2
02-Jul-71,160.2,66.2
05-Jul-71,158.2,65.4
06-Jul-71,158.9,65.7
07-Jul-71,157.9,65.3
08-Jul-71,158.9,65.7
09-Jul-71,159.2,65.8
12-Jul-71,158.7,65.6
13-Jul-71,156,64.5
14-Jul-71,157.7,65.2
15-Jul-71,156.2,64.6
16-Jul-71,155.5,64.3
19-Jul-71,156,64.5
20-Jul-71,154.3,63.8
21-Jul-71,154.3,63.8
22-Jul-71,155.8,64.4
23-Jul-71,156.5,64.7
26-Jul-71,155.8,64.4
27-Jul-71,155,64.1
28-Jul-71,155.7,64.4
29-Jul-71,159.6,66
30-Jul-71,159.2,65.8
02-Aug-71,158.2,65.4
03-Aug-71,160.8,66.5
04-Aug-71,162.6,67.2
05-Aug-71,162.1,67
06-Aug-71,159.9,66.1
09-Aug-71,160.9,66.5
10-Aug-71,160.9,66.5
11-Aug-71,157.5,65.1
12-Aug-71,159.2,65.8
13-Aug-71,159.2,65.8
16-Aug-71,***,66.8
17-Aug-71,***,66.5
18-Aug-71,***,65.3
19-Aug-71,***,65.4
20-Aug-71,***,65.2
23-Aug-71,159.3,65.2
24-Aug-71,157.2,64.3
25-Aug-71,157.8,64.3
26-Aug-71,156.7,63.5
27-Aug-71,156.4,63.3
30-Aug-71,***,***
31-Aug-71,150.2,61
01-Sep-71,148.4,60.4
02-Sep-71,150.2,61.1
03-Sep-71,149.1,60.6
06-Sep-71,147.2,59.8
07-Sep-71,144.2,58.6
08-Sep-71,137.2,55.8
09-Sep-71,141.9,57.7
10-Sep-71,138.5,56.3
13-Sep-71,137.3,55.8
14-Sep-71,139.2,56.5
15-Sep-71,141.1,57.1
16-Sep-71,139.8,56.6
17-Sep-71,141.8,57.4
20-Sep-71,141.6,57.3
21-Sep-71,142.3,57.5
22-Sep-71,140.1,56.6
23-Sep-71,139.8,56.5
24-Sep-71,140.5,56.6
27-Sep-71,140,56.4
28-Sep-71,138.7,55.9
29-Sep-71,139.2,56.1
30-Sep-71,137.6,55.4
01-Oct-71,138,55.5
04-Oct-71,137.8,55.4
05-Oct-71,133.4,53.6
06-Oct-71,134.3,53.9
07-Oct-71,134.9,54.2
08-Oct-71,134.1,53.8
11-Oct-71,129.6,52
12-Oct-71,131.5,52.8
13-Oct-71,130.5,52.4
14-Oct-71,131.9,53
15-Oct-71,131.9,53
18-Oct-71,134.4,54
19-Oct-71,133.7,53.7
20-Oct-71,130.8,52.5
21-Oct-71,129.3,51.9
22-Oct-71,130.6,52.4
25-Oct-71,130.9,52.5
26-Oct-71,131.9,52.9
27-Oct-71,133,53.3
28-Oct-71,129.4,51.9
29-Oct-71,130.7,52.4
01-Nov-71,129.3,51.9
02-Nov-71,127.2,51
03-Nov-71,127.2,51
04-Nov-71,129.4,51.9
05-Nov-71,128.4,51.5
08-Nov-71,129.9,52.1
09-Nov-71,131.6,52.8
10-Nov-71,130.6,52.4
11-Nov-71,130.9,52.5
12-Nov-71,132.9,53.3
15-Nov-71,131.7,52.8
16-Nov-71,133.6,53.6
17-Nov-71,132.4,53.1
18-Nov-71,132.7,53.2
19-Nov-71,131.7,52.8
22-Nov-71,131.2,52.6
23-Nov-71,132.7,53.2
24-Nov-71,131.4,52.7
25-Nov-71,131.7,52.8
26-Nov-71,131.4,52.7
29-Nov-71,132.7,53.2
30-Nov-71,133.2,53.4
01-Dec-71,132.4,53.1
02-Dec-71,135.2,54.2
03-Dec-71,134.9,54.1
06-Dec-71,140,56
07-Dec-71,137.1,54.8
08-Dec-71,138,55.1
09-Dec-71,139.5,55.4
10-Dec-71,141.5,56.2
13-Dec-71,140,55.6
14-Dec-71,139,55.2
15-Dec-71,139.4,55.3
16-Dec-71,141.1,56
17-Dec-71,142.6,56.4
20-Dec-71,***,55.7
21-Dec-71,139.2,54.5
22-Dec-71,139.3,54.5
23-Dec-71,139.1,54.5
24-Dec-71,139.4,54.7
28-Dec-71,136.5,53.6
29-Dec-71,135.8,53.3
30-Dec-71,138.3,54.2










1972,DAILY,SILVER
 ,US¢,GBP

03-Jan-72,137.4,53.8
04-Jan-72,139.3,54.6
05-Jan-72,141.8,55.6
06-Jan-72,140.6,55.1
07-Jan-72,143.9,56.4
10-Jan-72,143.8,56.4
11-Jan-72,147.9,58
12-Jan-72,145.6,57.1
13-Jan-72,147,57.6
14-Jan-72,145.3,56.8
17-Jan-72,150.4,58.1
18-Jan-72,149.9,58.1
19-Jan-72,150.7,58.4
20-Jan-72,148.8,57.7
21-Jan-72,149,57.7
24-Jan-72,148.7,57.4
25-Jan-72,146.3,56.5
26-Jan-72,146.4,56.5
27-Jan-72,147.1,56.8
28-Jan-72,152.1,58.7
31-Jan-72,149.9,57.8
01-Feb-72,153.3,59.1
02-Feb-72,154.8,59.4
03-Feb-72,151.5,58.1
04-Feb-72,152.3,58.5
07-Feb-72,153.8,59.1
08-Feb-72,153.2,58.8
09-Feb-72,151.5,58.2
10-Feb-72,153.3,58.8
11-Feb-72,152.9,58.7
14-Feb-72,148.6,57.3
15-Feb-72,149.3,57.6
16-Feb-72,149,57.4
17-Feb-72,149.6,57.4
18-Feb-72,149.8,57.4
21-Feb-72,149.4,57.3
22-Feb-72,149.5,57.4
23-Feb-72,148.3,56.9
24-Feb-72,148.3,56.9
25-Feb-72,148.8,57.1
28-Feb-72,146.8,56.3
29-Feb-72,147,56.4
01-Mar-72,147.5,56.6
02-Mar-72,150.1,57.6
03-Mar-72,149.9,57.5
06-Mar-72,152.1,58.3
07-Mar-72,153.8,58.65
08-Mar-72,152.5,58.1
09-Mar-72,153.9,58.1
10-Mar-72,153.6,58.1
13-Mar-72,154.2,58.4
14-Mar-72,153.7,58.45
15-Mar-72,152.2,58.1
16-Mar-72,152.4,58
17-Mar-72,151.3,57.85
20-Mar-72,152.3,58.4
21-Mar-72,153.7,58.8
22-Mar-72,154.8,59.1
23-Mar-72,153.3,58.7
24-Mar-72,152.8,58.7
27-Mar-72,152,58.3
28-Mar-72,154.1,59
29-Mar-72,156.3,59.7
30-Mar-72,156.2,59.7
04-Apr-72,159.8,61.1
05-Apr-72,158.8,60.8
06-Apr-72,157.3,60.25
07-Apr-72,158.3,60.7
10-Apr-72,159.1,61
11-Apr-72,157.7,60.4
12-Apr-72,158.1,60.5
13-Apr-72,157.9,60.5
14-Apr-72,154.9,59.4
17-Apr-72,155.7,59.7
18-Apr-72,156.2,59.9
19-Apr-72,154.8,59.4
20-Apr-72,154.2,59.1
21-Apr-72,155.1,59.4
24-Apr-72,155.5,59.6
25-Apr-72,155.1,59.4
26-Apr-72,154.8,59.3
27-Apr-72,156.6,60
28-Apr-72,157.1,60.15
01-May-72,160.1,61.3
02-May-72,159,60.9
03-May-72,157.7,60.4
04-May-72,158,60.5
05-May-72,158.7,60.8
08-May-72,159.1,60.95
09-May-72,160.4,61.4
10-May-72,159.3,60.9
11-May-72,158.2,60.55
12-May-72,157.8,60.4
15-May-72,158.3,60.6
16-May-72,159,60.9
17-May-72,159.9,61.2
18-May-72,159.3,60.95
19-May-72,158.1,60.5
22-May-72,159.4,61
23-May-72,158.3,60.6
24-May-72,156.4,59.85
25-May-72,156.1,59.75
26-May-72,157.2,60.2
29-May-72,***,***
30-May-72,156.9,60.05
31-May-72,155,59.3
01-Jun-72,153.7,58.85
02-Jun-72,155.6,59.55
05-Jun-72,155.1,59.4
06-Jun-72,156.3,59.85
07-Jun-72,157.6,60.35
08-Jun-72,157,60.1
09-Jun-72,157.2,60.2
12-Jun-72,156.6,60
13-Jun-72,157.8,60.5
14-Jun-72,157.8,60.5
15-Jun-72,159,61
16-Jun-72,158.8,61.3
19-Jun-72,158.1,60.95
20-Jun-72,157.2,60.85
21-Jun-72,155.8,60.3
22-Jun-72,156.5,60.8
23-Jun-72,***,62.4
26-Jun-72,***,63.2
27-Jun-72,157.5,63.3
28-Jun-72,157.3,63.15
29-Jun-72,155.1,62.85
30-Jun-72,156.2,63.9
03-Jul-72,156.4,64.2
04-Jul-72,155.5,64.4
05-Jul-72,155.7,63.8
06-Jul-72,160.6,65.8
07-Jul-72,168,69
10-Jul-72,169.5,69.5
11-Jul-72,168.2,68.9
12-Jul-72,169.6,69.35
13-Jul-72,175,71.3
14-Jul-72,176,71.5
17-Jul-72,176.6,72
18-Jul-72,178.2,72.9
19-Jul-72,175,71.5
20-Jul-72,178.2,72.95
21-Jul-72,174.1,71.05
24-Jul-72,175.9,71.95
25-Jul-72,177.9,72.8
26-Jul-72,176.4,72.1
27-Jul-72,174.5,71.2
28-Jul-72,183.9,75.1
31-Jul-72,182.8,74.6
01-Aug-72,179.4,73.3
02-Aug-72,183.4,74.9
03-Aug-72,181,73.9
04-Aug-72,181.1,73.9
07-Aug-72,182.1,74.3
08-Aug-72,181.4,74
09-Aug-72,178.9,72.9
10-Aug-72,182,74.2
11-Aug-72,181.7,74.1
14-Aug-72,179.3,73.15
15-Aug-72,181.1,73.8
16-Aug-72,181.7,74
17-Aug-72,181.7,74.1
18-Aug-72,183.8,75
21-Aug-72,184.3,75.2
22-Aug-72,183.7,75.1
23-Aug-72,188.2,76.9
24-Aug-72,190.1,77.7
25-Aug-72,187.9,76.8
28-Aug-72,***,***
29-Aug-72,188,76.8
30-Aug-72,190.4,77.65
31-Aug-72,190.8,77.9
01-Sep-72,189.7,77.5
04-Sep-72,189.5,77.4
05-Sep-72,191.2,78.1
06-Sep-72,189.8,77.5
07-Sep-72,185.9,75.9
08-Sep-72,186.5,76.2
11-Sep-72,183.2,74.9
12-Sep-72,179.3,73.3
13-Sep-72,178.3,72.9
14-Sep-72,180.3,73.7
15-Sep-72,177.7,72.6
18-Sep-72,170.3,69.6
19-Sep-72,168.8,69
20-Sep-72,170.4,69.7
21-Sep-72,171.3,70.1
22-Sep-72,171.7,70.4
25-Sep-72,169,69.45
26-Sep-72,168.7,69.35
27-Sep-72,169.3,69.6
28-Sep-72,175.1,72.3
29-Sep-72,173.9,71.8
02-Oct-72,174.1,71.9
03-Oct-72,176.4,72.8
04-Oct-72,178.4,73.6
05-Oct-72,177.2,73.1
06-Oct-72,175.6,72.5
09-Oct-72,179.6,74.2
10-Oct-72,180.1,74.45
11-Oct-72,179.5,74.2
12-Oct-72,177.6,73.4
13-Oct-72,177.9,73.6
16-Oct-72,179.9,74.6
17-Oct-72,178.4,74.1
18-Oct-72,181.3,75.3
19-Oct-72,184.2,76.9
20-Oct-72,183.4,76.7
23-Oct-72,185.3,77.4
24-Oct-72,184.8,77.5
25-Oct-72,183.5,77.8
26-Oct-72,181.1,77
27-Oct-72,180.6,77.1
30-Oct-72,181.6,77.8
31-Oct-72,179.8,77.1
01-Nov-72,182.6,77.6
02-Nov-72,184.2,78.3
03-Nov-72,182.9,78.1
06-Nov-72,185.6,78.9
07-Nov-72,183.5,78
08-Nov-72,185.7,78.9
09-Nov-72,182.3,77.8
10-Nov-72,180.5,76.75
13-Nov-72,182.4,77.7
14-Nov-72,181.5,77.2
15-Nov-72,181.4,77
16-Nov-72,181.1,77
17-Nov-72,179.9,76.6
20-Nov-72,178.9,76.2
21-Nov-72,180.4,76.7
22-Nov-72,181.2,77.05
23-Nov-72,181.2,77.15
24-Nov-72,182.2,77.55
27-Nov-72,180.9,76.9
28-Nov-72,181.1,77
29-Nov-72,185.1,78.65
30-Nov-72,185.2,78.75
01-Dec-72,186.8,79.6
04-Dec-72,189.2,80.6
05-Dec-72,187,79.8
06-Dec-72,193.2,82.4
07-Dec-72,191,81.5
08-Dec-72,192.3,82.2
11-Dec-72,195.3,83.4
12-Dec-72,197.2,84.4
13-Dec-72,194.8,83.3
14-Dec-72,194.8,83.15
15-Dec-72,197.8,84.25
18-Dec-72,197.2,83.8
19-Dec-72,195.3,83.3
20-Dec-72,193.7,82.6
21-Dec-72,199.4,85
22-Dec-72,200.1,85.3
27-Dec-72,199,84.7
28-Dec-72,199.6,85.05
29-Dec-72,203.1,86.6








1973,DAILY,SILVER
 ,US¢,GBP

02-Jan-73,203.7,86.8
03-Jan-73,200.8,85.5
04-Jan-73,204.6,87.05
05-Jan-73,202.6,86.2
08-Jan-73,198.4,84.4
09-Jan-73,201.2,85.6
10-Jan-73,198.4,84.35
11-Jan-73,201.1,85.5
12-Jan-73,201,85.5
15-Jan-73,203.6,86.55
16-Jan-73,200.3,85.2
17-Jan-73,201.9,85.8
18-Jan-73,200.6,85.2
19-Jan-73,200.5,85.2
22-Jan-73,198.6,84.4
23-Jan-73,195.6,83
24-Jan-73,197.8,83.9
25-Jan-73,196.8,83.4
26-Jan-73,198,83.9
29-Jan-73,196,82.9
30-Jan-73,198.2,83.4
31-Jan-73,201.1,84.55
01-Feb-73,203.2,85.2
02-Feb-73,203,85.15
05-Feb-73,203.5,85.5
06-Feb-73,211,88.45
07-Feb-73,209.1,87.75
08-Feb-73,212.6,89.2
09-Feb-73,213.6,89.7
12-Feb-73,***,89.2
13-Feb-73,***,90.2
14-Feb-73,224.6,91.3
15-Feb-73,222.1,90.3
16-Feb-73,219.2,90
19-Feb-73,219.2,90.3
20-Feb-73,219.6,90
21-Feb-73,224.7,91.8
22-Feb-73,242.8,99
23-Feb-73,245.9,99.3
26-Feb-73,235.4,95.3
27-Feb-73,238.1,96.6
28-Feb-73,243,98
01-Mar-73,249.2,99.7
02-Mar-73,***,102.1
05-Mar-73,***,96.8
06-Mar-73,***,96.3
07-Mar-73,***,95
08-Mar-73,***,96.5
09-Mar-73,***,96.5
12-Mar-73,232.2,94
13-Mar-73,223.6,90.5
14-Mar-73,223.2,90.55
15-Mar-73,219.7,89.1
16-Mar-73,215.4,87.45
19-Mar-73,216.6,88.1
20-Mar-73,214.7,87.1
21-Mar-73,221.6,89.7
22-Mar-73,222.3,89.7
23-Mar-73,221,89.3
26-Mar-73,228.8,92.4
27-Mar-73,227.4,91.7
28-Mar-73,219.6,88.5
29-Mar-73,216.9,87.4
30-Mar-73,219.7,88.7
02-Apr-73,217.1,87.7
03-Apr-73,222.7,89.9
04-Apr-73,219.8,88.6
05-Apr-73,223.8,90.1
06-Apr-73,220.7,88.9
09-Apr-73,220.8,88.9
10-Apr-73,224.6,90.4
11-Apr-73,224.7,90.4
12-Apr-73,222.9,89.7
13-Apr-73,220.6,88.85
16-Apr-73,221.1,89.2
17-Apr-73,216.4,87.1
18-Apr-73,211,85
19-Apr-73,211.9,85.4
20-Apr-73,***,***
23-Apr-73,***,***
24-Apr-73,209.5,84.4
25-Apr-73,213.6,85.9
26-Apr-73,212.6,85.5
27-Apr-73,212.8,85.6
30-Apr-73,214.7,86.3
01-May-73,214.7,86.3
02-May-73,211.5,84.9
03-May-73,211.9,85.05
04-May-73,218.7,87.8
07-May-73,219.2,88
08-May-73,222.2,89.1
09-May-73,227.6,90.9
10-May-73,233.9,93.3
11-May-73,236.2,94.3
14-May-73,237.4,94.2
15-May-73,246.6,96.2
16-May-73,238.4,93.1
17-May-73,234.3,91.8
18-May-73,237.8,93.2
21-May-73,248.9,96.6
22-May-73,244.7,95.6
23-May-73,242.5,95.05
24-May-73,238.8,93.6
25-May-73,238.8,94.2
28-May-73,***,***
29-May-73,244.8,96
30-May-73,253.7,99
31-May-73,255.1,99.4
01-Jun-73,260.7,101.3
04-Jun-73,264.5,102.5
05-Jun-73,273.4,105.7
06-Jun-73,255.2,99.3
07-Jun-73,254.4,99
08-Jun-73,250,97
11-Jun-73,250.4,97.3
12-Jun-73,246.2,95.7
13-Jun-73,251.2,97.6
14-Jun-73,250.8,97.5
15-Jun-73,253.3,98.1
18-Jun-73,260,100.6
19-Jun-73,258.8,100.6
20-Jun-73,256,99.7
21-Jun-73,259.9,101
22-Jun-73,260.2,101.1
25-Jun-73,258.2,100.3
26-Jun-73,263.4,102.4
27-Jun-73,267.6,103.8
28-Jun-73,265.7,102.85
29-Jun-73,266.6,103.4
02-Jul-73,269.6,104.4
03-Jul-73,268.4,104.1
04-Jul-73,272.9,105.75
05-Jul-73,269.9,104.9
06-Jul-73,279.6,108.7
09-Jul-73,280.2,109.3
10-Jul-73,275.3,107.7
11-Jul-73,266.8,104.8
12-Jul-73,278.4,109.4
13-Jul-73,280.4,110.2
16-Jul-73,280.6,110.2
17-Jul-73,291,114.2
18-Jul-73,288,113.1
19-Jul-73,287.9,113.4
20-Jul-73,283.6,111.9
23-Jul-73,290.3,114.5
24-Jul-73,296.3,117.05
25-Jul-73,292.2,116.2
26-Jul-73,290.1,116.8
27-Jul-73,291.4,116.2
30-Jul-73,277,110.5
31-Jul-73,276,110.65
01-Aug-73,291.6,115.9
02-Aug-73,290.2,115.3
03-Aug-73,286.3,114.1
06-Aug-73,284,113.7
07-Aug-73,278.8,111.7
08-Aug-73,272.3,108.95
09-Aug-73,263,105.8
10-Aug-73,266.8,107.6
13-Aug-73,265,107.1
14-Aug-73,257.2,104.05
15-Aug-73,256.3,103.9
16-Aug-73,261.1,106.5
17-Aug-73,264.8,107.7
20-Aug-73,267.3,108.3
21-Aug-73,269.4,108.7
22-Aug-73,259,105
23-Aug-73,255.6,104
24-Aug-73,258.7,105.2
28-Aug-73,257.1,104.7
29-Aug-73,257.9,104.7
30-Aug-73,262.8,106.7
31-Aug-73,259.6,105.7
03-Sep-73,260.8,106.1
04-Sep-73,261.6,106.8
05-Sep-73,256.6,106.05
06-Sep-73,259.7,108.15
07-Sep-73,258.8,107.1
10-Sep-73,259.8,107.8
11-Sep-73,254,105.5
12-Sep-73,254.8,105.85
13-Sep-73,252.2,105
14-Sep-73,254.4,105.5
17-Sep-73,257.4,106.8
18-Sep-73,263.6,109
19-Sep-73,259,107.1
20-Sep-73,270.2,111.9
21-Sep-73,272.8,112.7
24-Sep-73,273.4,112.85
25-Sep-73,274,113.2
26-Sep-73,277.7,114.6
27-Sep-73,275.2,113.7
28-Sep-73,269.7,111.75
01-Oct-73,270.9,112.35
02-Oct-73,271.9,112.7
03-Oct-73,276.7,114.65
04-Oct-73,274.9,113.95
05-Oct-73,270.1,111.95
08-Oct-73,281.1,116.5
09-Oct-73,279.1,115.7
10-Oct-73,287.4,119.1
11-Oct-73,284.4,117.3
12-Oct-73,286.9,118.25
15-Oct-73,295.2,121.7
16-Oct-73,290.4,119.1
17-Oct-73,299.9,122.25
18-Oct-73,292.3,119.7
19-Oct-73,292.3,119.75
22-Oct-73,289.3,118.6
23-Oct-73,291,119.05
24-Oct-73,287.9,117.9
25-Oct-73,294.7,120.5
26-Oct-73,286.9,117.9
29-Oct-73,282,115.9
30-Oct-73,282.8,116.4
31-Oct-73,283.5,116.3
01-Nov-73,283.5,116.3
02-Nov-73,286.7,117.7
05-Nov-73,287,117.7
06-Nov-73,287.2,118.4
07-Nov-73,286.2,118.45
08-Nov-73,283.9,117.2
09-Nov-73,285.9,118.4
12-Nov-73,281.8,118.1
13-Nov-73,279.4,116.7
14-Nov-73,276.9,115.6
15-Nov-73,278.2,116.3
16-Nov-73,277.8,116.4
19-Nov-73,279.8,116.75
20-Nov-73,282.9,118.2
21-Nov-73,280.2,117.2
22-Nov-73,280.7,117.8
23-Nov-73,280,118.45
26-Nov-73,279.2,118.45
27-Nov-73,275.7,117.85
28-Nov-73,288.3,123.5
29-Nov-73,295.5,126.4
30-Nov-73,292.4,124.7
03-Dec-73,291.7,124.7
04-Dec-73,304.5,130.4
05-Dec-73,302.5,129.5
06-Dec-73,297.7,127.3
07-Dec-73,306.9,131.7
10-Dec-73,303.8,131.3
11-Dec-73,308.8,133.7
12-Dec-73,304.9,131.8
13-Dec-73,303.9,131
14-Dec-73,297.2,128.75
17-Dec-73,304.4,131.2
18-Dec-73,318.2,137.5
19-Dec-73,310.8,134.4
20-Dec-73,320.1,138.6
21-Dec-73,316.7,137.2
24-Dec-73,***,***
25-Dec-73,***,***
26-Dec-73,***,***
27-Dec-73,323.9,140.2
28-Dec-73,322.3,139.2
31-Dec-73,325.6,140.2










1974,DAILY,SILVER
 ,US¢,GBP

02-Jan-74,328.1,141.9
03-Jan-74,332.7,146.1
04-Jan-74,327.2,143.3
07-Jan-74,327.1,145.5
08-Jan-74,334,149.6
09-Jan-74,333.1,147.6
10-Jan-74,330.3,147.45
11-Jan-74,334.2,148.7
14-Jan-74,334.3,153.5
15-Jan-74,350.6,160
16-Jan-74,345.2,158.95
17-Jan-74,363.9,167
18-Jan-74,362.9,166.1
21-Jan-74,392.8,181.05
22-Jan-74,390.2,179.3
23-Jan-74,371.6,169.9
24-Jan-74,379.6,173.3
25-Jan-74,391.3,178
28-Jan-74,401.5,181.6
29-Jan-74,397.1,179.7
30-Jan-74,390.7,174.8
31-Jan-74,386.7,171
01-Feb-74,404.2,176.8
04-Feb-74,421.2,185.5
05-Feb-74,435.1,191.9
06-Feb-74,438.9,195.4
07-Feb-74,457.1,206.2
08-Feb-74,474.7,211.3
11-Feb-74,515,231
12-Feb-74,554,244.3
13-Feb-74,518.8,229.3
14-Feb-74,527.8,232.7
15-Feb-74,558.8,245.1
18-Feb-74,539.7,236.5
19-Feb-74,513.4,225
20-Feb-74,527.5,231
21-Feb-74,574.7,250.6
22-Feb-74,582.1,251.6
25-Feb-74,596.1,260
26-Feb-74,676.1,293
27-Feb-74,646.2,280
28-Feb-74,568.5,246.5
01-Mar-74,573.4,252.7
04-Mar-74,563.1,246.7
05-Mar-74,520.6,224
06-Mar-74,501.3,215
07-Mar-74,529.4,228.2
08-Mar-74,541.8,233.5
11-Mar-74,501.8,216.5
12-Mar-74,522.3,224.5
13-Mar-74,530,225.85
14-Mar-74,539.8,229.8
15-Mar-74,527.8,225.25
18-Mar-74,516.9,222.3
19-Mar-74,562.3,241
20-Mar-74,560.2,239.6
21-Mar-74,554.8,235.4
22-Mar-74,543.1,231.3
25-Mar-74,560.1,237.7
26-Mar-74,519,219.9
27-Mar-74,516.7,217.5
28-Mar-74,519.3,217.3
29-Mar-74,534.8,223.3
01-Apr-74,531.9,221.9
02-Apr-74,515,214.7
03-Apr-74,516.2,216
04-Apr-74,517.4,215.95
05-Apr-74,502.4,210
08-Apr-74,440.7,184
09-Apr-74,474,198.5
10-Apr-74,472.4,200
11-Apr-74,434.3,184.1
16-Apr-74,458.1,194.4
17-Apr-74,439.1,185.5
18-Apr-74,466.7,197
19-Apr-74,478,200.45
22-Apr-74,512.2,214.9
23-Apr-74,545.6,227.2
24-Apr-74,527.9,220.1
25-Apr-74,558.3,232.1
26-Apr-74,542.8,225.5
29-Apr-74,533.6,220.5
30-Apr-74,561.7,231.4
01-May-74,539.9,223.2
02-May-74,542.8,225.1
03-May-74,550.1,227.2
06-May-74,545.3,224.5
07-May-74,520.6,214.75
08-May-74,524.2,216.3
09-May-74,544.5,223.8
10-May-74,546,224.8
13-May-74,557.9,229.4
14-May-74,601.9,249.4
15-May-74,566.3,234.2
16-May-74,576.8,238.9
17-May-74,576.6,238.8
20-May-74,560.8,232.6
21-May-74,541.8,225
22-May-74,542.9,225
23-May-74,498.3,206.5
24-May-74,521.5,216.6
28-May-74,486.6,203.7
29-May-74,461.8,193
30-May-74,508.3,212.5
31-May-74,492,205.5
03-Jun-74,473.8,197.6
04-Jun-74,469.5,195.7
05-Jun-74,502.3,208.8
06-Jun-74,494.6,205.7
07-Jun-74,501.5,208.6
10-Jun-74,520.3,216.6
11-Jun-74,510,213.25
12-Jun-74,479.4,200
13-Jun-74,504.8,210.9
14-Jun-74,501.7,209.9
17-Jun-74,489,204.7
18-Jun-74,487.4,204.2
19-Jun-74,478.2,199.95
20-Jun-74,467.6,195.9
21-Jun-74,482.5,202.4
24-Jun-74,473.1,200
25-Jun-74,452.1,191.8
26-Jun-74,457.4,192.2
27-Jun-74,448.4,188.5
28-Jun-74,461.3,193.4
01-Jul-74,468.8,196.5
02-Jul-74,432,180.9
03-Jul-74,419.1,175
04-Jul-74,412,172.5
05-Jul-74,410.2,171.7
08-Jul-74,433.1,181.2
09-Jul-74,436,182.7
10-Jul-74,421.9,176.7
11-Jul-74,392.5,164.6
12-Jul-74,378.7,158.7
15-Jul-74,405.3,169.9
16-Jul-74,414.6,173.7
17-Jul-74,399,167
18-Jul-74,416.3,174.2
19-Jul-74,437.1,182.8
22-Jul-74,418.4,175
23-Jul-74,438.5,183.5
24-Jul-74,446.3,186.5
25-Jul-74,472.1,197.5
26-Jul-74,469.8,196.5
29-Jul-74,497.8,208
30-Jul-74,503.3,210.6
31-Jul-74,478.9,201.4
01-Aug-74,495,208
02-Aug-74,465.7,195.5
05-Aug-74,449,188.5
06-Aug-74,461.6,193.4
07-Aug-74,458.9,192.7
08-Aug-74,456.3,192.9
09-Aug-74,447.2,188.4
12-Aug-74,433.5,182.9
13-Aug-74,437.2,185
14-Aug-74,460.5,195.4
15-Aug-74,434.6,184.9
16-Aug-74,440.9,188.2
19-Aug-74,438.6,188.5
20-Aug-74,440.5,190
21-Aug-74,431.2,185.3
22-Aug-74,443.7,191.7
23-Aug-74,440.1,190.2
26-Aug-74,***,***
27-Aug-74,437.8,189
28-Aug-74,417.2,180.4
29-Aug-74,427.1,184.1
30-Aug-74,411.6,177.5
02-Sep-74,422.8,183
03-Sep-74,422.7,183
04-Sep-74,400.2,172.8
05-Sep-74,405.9,175.6
06-Sep-74,414,179.1
09-Sep-74,406.8,176
10-Sep-74,410.5,177.2
11-Sep-74,393.9,170
12-Sep-74,411.6,177.7
13-Sep-74,394,170.2
16-Sep-74,395.5,171
17-Sep-74,382.6,165.1
18-Sep-74,382.7,165.3
19-Sep-74,397,171.4
20-Sep-74,386.5,167
23-Sep-74,397.9,172
24-Sep-74,403.5,174.2
25-Sep-74,417.9,180.5
26-Sep-74,405.9,174.9
27-Sep-74,418.4,179.9
30-Sep-74,424.5,182
01-Oct-74,443,189.7
02-Oct-74,442.6,189.6
03-Oct-74,468.1,201.1
04-Oct-74,482.6,207.3
07-Oct-74,484,207.2
08-Oct-74,464.7,199
09-Oct-74,462.9,197.8
10-Oct-74,497.4,214.3
11-Oct-74,474.9,203.4
14-Oct-74,461.9,197.9
15-Oct-74,463.2,199
16-Oct-74,465.3,199.5
17-Oct-74,447.9,191.9
18-Oct-74,462.1,198.1
21-Oct-74,479.2,205.5
22-Oct-74,495.2,212.55
23-Oct-74,484.2,207.6
24-Oct-74,495.6,212.7
25-Oct-74,509.2,218.3
28-Oct-74,514.9,220.8
29-Oct-74,513.8,220.2
30-Oct-74,506.9,217
31-Oct-74,485.9,208.2
01-Nov-74,489.1,209.3
04-Nov-74,470.9,201
05-Nov-74,490.5,208.9
06-Nov-74,494.9,210.9
07-Nov-74,499,212.5
08-Nov-74,489.1,209.4
11-Nov-74,506.1,217.4
12-Nov-74,489.6,210.5
13-Nov-74,491.9,213.3
14-Nov-74,494.4,213.8
15-Nov-74,474.9,204.5
18-Nov-74,469.2,202
19-Nov-74,438.1,188
20-Nov-74,436.4,187.8
21-Nov-74,450.8,194.3
22-Nov-74,421,181.15
25-Nov-74,437.9,188.55
26-Nov-74,439.4,189.1
27-Nov-74,457.4,197
28-Nov-74,444.3,191.2
29-Nov-74,445.5,191.6
02-Dec-74,461.2,198.6
03-Dec-74,433,186.4
04-Dec-74,418.6,180
05-Dec-74,429.3,184.5
06-Dec-74,426.6,183.1
09-Dec-74,424.9,182
10-Dec-74,416.8,179.5
11-Dec-74,418,179.9
12-Dec-74,416.8,180.1
13-Dec-74,421.3,182.4
16-Dec-74,440.1,189.1
17-Dec-74,450.2,193
18-Dec-74,445.7,190.6
19-Dec-74,460.4,197.3
20-Dec-74,448.4,192.6
23-Dec-74,455.5,195.9
24-Dec-74,465.3,199.95
25-Dec-74,***,***
26-Dec-74,***,***
