"Index" "AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted"
1984-10-26 3.07258101388536 3.07258101388536 2.98131623129471 2.99591859650921 4225616.81574083 2.8
1984-10-29 3.01173782549159 3.0263401907061 3.01173782549159 3.01173782549159 1885995.83666379 2.81
1984-10-30 3.04215941968848 3.07258101388536 3.04215941968848 3.04215941968848 2750513.31821948 2.84
1984-10-31 3.04215941968848 3.07258101388536 3.0263401907061 3.0263401907061 2250868.23382228 2.83
1984-11-01 3.04215941968848 3.07258101388536 3.04215941968848 3.04215941968848 1725747.82439824 2.84
1984-11-02 3.04215941968848 3.05676178490298 3.01173782549159 3.0263401907061 1032161.5559258 2.83
1984-11-05 3.0263401907061 3.08718337909987 3.01173782549159 3.01173782549159 3867318.69600863 2.81
1984-11-06 3.1942673906729 3.20886975588741 3.1942673906729 3.1942673906729 8293450.97325097 2.98
1984-11-07 3.1942673906729 3.20886975588741 3.13342420227913 3.13342420227913 8512045.69767475 2.93
1984-11-08 3.13342420227913 3.13342420227913 3.01173782549159 3.01173782549159 3248514.83326011 2.81
1984-11-09 3.01173782549159 3.0263401907061 2.7987866661134 2.82920826031028 10804824.9500895 2.64
1984-11-12 2.93507540811544 2.95089463709782 2.93507540811544 2.93507540811544 4181240.44311345 2.74
1984-11-13 2.93507540811544 2.99591859650921 2.85962985450717 2.85962985450717 4672667.68072781 2.67
1984-11-14 2.89005144870405 2.92047304290094 2.89005144870405 2.89005144870405 3854991.92583435 2.7
1984-11-15 2.89005144870405 2.92047304290094 2.89005144870405 2.89005144870405 3937992.17834113 2.7
1984-11-16 2.89005144870405 2.93507540811544 2.8133890313279 2.82920826031028 6081206.61930808 2.64
1984-11-19 2.82920826031028 2.84381062552479 2.66128106034348 2.66128106034348 8548204.22351928 2.48
1984-11-20 2.75254584293413 2.76836507191651 2.75254584293413 2.75254584293413 9681445.29487412 2.57
1984-11-21 2.8133890313279 2.82920826031028 2.8133890313279 2.8133890313279 6593178.47387956 2.63
1984-11-23 2.84381062552479 2.93507540811544 2.84381062552479 2.89005144870405 5038361.86256457 2.7
1984-11-26 2.92047304290094 2.92047304290094 2.92047304290094 2.92047304290094 3735011.36280476 2.73
1984-11-27 2.99591859650921 3.0263401907061 2.99591859650921 2.99591859650921 4715400.48399862 2.8
1984-11-28 3.14802656749364 3.22468898486979 3.14802656749364 3.14802656749364 15073174.5691012 2.94
1984-11-29 3.14802656749364 3.14802656749364 3.08718337909987 3.08718337909987 6418960.12208317 2.88
1984-11-30 3.08718337909987 3.11760497329675 2.99591859650921 3.01173782549159 4012774.58406505 2.81
1984-12-03 3.01173782549159 3.0263401907061 2.96549700231233 2.96549700231233 3629822.9239843 2.77
1984-12-04 3.0263401907061 3.08718337909987 3.0263401907061 3.0263401907061 4450785.81759089 2.83
1984-12-05 3.17844816169052 3.17844816169052 3.17844816169052 3.17844816169052 9662544.24727357 2.97
1984-12-06 3.33055613267494 3.34637536165733 3.33055613267494 3.33055613267494 11669342.4316452 3.11
1984-12-07 3.33055613267494 3.45224250946248 3.30013453847806 3.31595376746044 18177877.0836615 3.1
1984-12-10 3.31595376746044 3.31595376746044 3.25511057906667 3.25511057906667 4125359.08499008 3.04
1984-12-11 3.25511057906667 3.30013453847806 3.20886975588741 3.20886975588741 4553508.9023765 3
1984-12-12 3.20886975588741 3.20886975588741 3.10300260808225 3.10300260808225 4044824.18651816 2.9
1984-12-13 3.13342420227913 3.1942673906729 3.13342420227913 3.13342420227913 2490829.35988146 2.93
1984-12-14 3.13342420227913 3.23929135008429 3.13342420227913 3.20886975588741 3569832.6424695 3
1984-12-17 3.28553217326356 3.31595376746044 3.28553217326356 3.28553217326356 4636509.15488327 3.07
1984-12-18 3.48266410365937 3.49848333264175 3.48266410365937 3.48266410365937 12496057.8179998 3.25
1984-12-19 3.48266410365937 3.49848333264175 3.34637536165733 3.34637536165733 11682490.9864978 3.12
1984-12-20 3.34637536165733 3.40721855005109 3.33055613267494 3.33055613267494 5150124.57881132 3.11
1984-12-21 3.33055613267494 3.34637536165733 3.25511057906667 3.28553217326356 4559261.39512449 3.07
1984-12-24 3.34637536165733 3.36097772687183 3.34637536165733 3.34637536165733 2484255.08245518 3.12
1984-12-26 3.36097772687183 3.39139932106871 3.36097772687183 3.36097772687183 2510552.1921603 3.14
1984-12-27 3.37679695585421 3.39139932106871 3.37679695585421 3.37679695585421 3627357.56994944 3.15
1984-12-28 3.37679695585421 3.51308569785625 3.36097772687183 3.49848333264175 6103394.80562177 3.27
1984-12-31 3.54350729205314 3.55932652103552 3.54350729205314 3.54350729205314 7656567.84758019 3.31
1985-01-02 3.54350729205314 3.54350729205314 3.39139932106871 3.39139932106871 6443613.66243171 3.17
1985-01-03 3.45224250946248 3.54350729205314 3.45224250946248 3.45224250946248 6129691.91532689 3.22
1985-01-04 3.45224250946248 3.46806173844486 3.40721855005109 3.45224250946248 5049045.06338228 3.22
1985-01-07 3.45224250946248 3.46806173844486 3.43764014424798 3.43764014424798 6284187.43484445 3.21
1985-01-08 3.43764014424798 3.46806173844486 3.40721855005109 3.40721855005109 5177243.47319472 3.18
1985-01-09 3.49848333264175 3.54350729205314 3.49848333264175 3.49848333264175 6136266.19275317 3.27
1985-01-10 3.65059130362617 3.66519366884068 3.65059130362617 3.65059130362617 10196704.2881587 3.41
1985-01-11 3.65059130362617 3.68101289782306 3.5897481152324 3.62016970942929 7547270.4853683 3.38
1985-01-14 3.72603685723445 3.75645845143133 3.72603685723445 3.72603685723445 9955099.59274299 3.48
1985-01-15 3.72603685723445 3.78688004562822 3.65059130362617 3.65059130362617 9734039.51428436 3.41
1985-01-16 3.68101289782306 3.74185608621683 3.68101289782306 3.68101289782306 7001605.45898714 3.44
1985-01-17 3.68101289782306 3.74185608621683 3.4218209152656 3.4218209152656 20106605.7235961 3.19
1985-01-18 3.4218209152656 3.55932652103552 3.40721855005109 3.48266410365937 12958722.5918742 3.25
1985-01-21 3.55932652103552 3.5897481152324 3.55932652103552 3.55932652103552 11952036.3609752 3.32
1985-01-22 3.66519366884068 3.68101289782306 3.66519366884068 3.66519366884068 15616374.2414475 3.42
1985-01-23 3.66519366884068 3.68101289782306 3.60435048044691 3.60435048044691 15802919.3634182 3.37
1985-01-24 3.60435048044691 3.60435048044691 3.52890492683863 3.52890492683863 14579281.977452 3.29
1985-01-25 3.52890492683863 3.60435048044691 3.45224250946248 3.60435048044691 11691530.6179589 3.37
1985-01-28 3.68101289782306 3.72603685723445 3.68101289782306 3.68101289782306 15122481.6497983 3.44
1985-01-29 3.68101289782306 3.71143449201994 3.63477207464379 3.63477207464379 8248252.8159453 3.39
1985-01-30 3.63477207464379 3.71143449201994 3.63477207464379 3.63477207464379 18104738.2472941 3.39
1985-01-31 3.63477207464379 3.65059130362617 3.52890492683863 3.52890492683863 10149040.7768182 3.29
1985-02-01 3.52890492683863 3.54350729205314 3.45224250946248 3.48266410365937 5076163.95776568 3.25
1985-02-04 3.55932652103552 3.57392888625002 3.55932652103552 3.55932652103552 8014044.18263411 3.32
1985-02-05 3.5897481152324 3.65059130362617 3.5897481152324 3.5897481152324 7010645.09044828 3.35
1985-02-06 3.65059130362617 3.65059130362617 3.65059130362617 3.65059130362617 7170071.31803554 3.41
1985-02-07 3.65059130362617 3.69561526303756 3.63477207464379 3.63477207464379 9033057.18370736 3.39
1985-02-08 3.63477207464379 3.65059130362617 3.5897481152324 3.63477207464379 4887153.48176016 3.39
1985-02-11 3.71143449201994 3.74185608621683 3.71143449201994 3.71143449201994 12769712.1158687 3.47
1985-02-12 3.71143449201994 3.72603685723445 3.62016970942929 3.62016970942929 8315639.15956466 3.38
1985-02-13 3.62016970942929 3.62016970942929 3.45224250946248 3.45224250946248 19348098.4655391 3.22
1985-02-14 3.45224250946248 3.48266410365937 3.36097772687183 3.36097772687183 15684582.3697451 3.14
1985-02-15 3.36097772687183 3.4218209152656 3.33055613267494 3.40721855005109 6393484.79705634 3.18
1985-02-19 3.39139932106871 3.39139932106871 3.36097772687183 3.36097772687183 5538006.94696178 3.14
1985-02-20 3.36097772687183 3.37679695585421 3.20886975588741 3.20886975588741 8078965.17221862 3
1985-02-21 3.26971294428118 3.28553217326356 3.26971294428118 3.26971294428118 11335697.8522616 3.05
1985-02-22 3.26971294428118 3.39139932106871 3.26971294428118 3.36097772687183 8316460.94424294 3.14
1985-02-25 3.36097772687183 3.37679695585421 3.31595376746044 3.31595376746044 3661050.74175912 3.1
1985-02-26 3.31595376746044 3.33055613267494 3.25511057906667 3.25511057906667 6949011.23957691 3.04
1985-02-27 3.25511057906667 3.25511057906667 3.05676178490298 3.05676178490298 14814312.3954415 2.85
1985-02-28 3.05676178490298 3.05676178490298 3.01173782549159 3.01173782549159 11726045.5744469 2.81
1985-03-01 3.01173782549159 3.0263401907061 2.92047304290094 3.0263401907061 9098799.95797015 2.83
1985-03-04 3.07258101388536 3.16384579647602 3.07258101388536 3.07258101388536 5633333.96964282 2.87
1985-03-05 3.14802656749364 3.14802656749364 3.14802656749364 3.14802656749364 4814836.43007109 2.94
1985-03-06 3.14802656749364 3.14802656749364 2.99591859650921 2.99591859650921 7122407.80669502 2.8
1985-03-07 2.99591859650921 3.01173782549159 2.69170265454036 2.69170265454036 26958646.3711354 2.51
1985-03-08 2.69170265454036 2.69170265454036 2.52499231834144 2.61625710093209 17392250.9312211 2.44
1985-03-11 2.70752188352274 2.72212424873725 2.70752188352274 2.70752188352274 10523774.5901161 2.53
1985-03-12 2.7987866661134 2.82920826031028 2.7987866661134 2.7987866661134 8094579.08110603 2.61
1985-03-13 2.7987866661134 2.7987866661134 2.64667869512898 2.64667869512898 9217958.73632145 2.47
1985-03-14 2.64667869512898 2.66128106034348 2.64667869512898 2.64667869512898 8903215.20453835 2.47
1985-03-15 2.64667869512898 2.8133890313279 2.6308594661466 2.75254584293413 6701654.05141316 2.57
1985-03-18 2.78296743713102 2.8133890313279 2.78296743713102 2.78296743713102 4609390.26049987 2.6
1985-03-19 2.78296743713102 2.8133890313279 2.67710028932586 2.67710028932586 6314593.46794099 2.5
1985-03-20 2.70752188352274 2.75254584293413 2.70752188352274 2.70752188352274 14893203.7245568 2.53
1985-03-21 2.75254584293413 2.7987866661134 2.75254584293413 2.75254584293413 5985057.81194875 2.57
1985-03-22 2.75254584293413 2.7987866661134 2.70752188352274 2.70752188352274 2989652.65960038 2.53
1985-03-25 2.70752188352274 2.70752188352274 2.6308594661466 2.6308594661466 4038249.90909188 2.46
1985-03-26 2.73794347771963 2.73794347771963 2.73794347771963 2.73794347771963 4464756.15712173 2.56
1985-03-27 2.73794347771963 2.76836507191651 2.66128106034348 2.66128106034348 4117963.02288551 2.48
1985-03-28 2.66128106034348 2.70752188352274 2.66128106034348 2.66128106034348 4794291.81311397 2.48
1985-03-29 2.66128106034348 2.70752188352274 2.66128106034348 2.69170265454036 3241118.77115555 2.51
1985-04-01 2.69170265454036 2.75254584293413 2.6308594661466 2.6308594661466 4227260.3850974 2.46
1985-04-02 2.6308594661466 2.64667869512898 2.55541391253832 2.55541391253832 8368233.37897489 2.39
1985-04-03 2.55541391253832 2.57001627775283 2.55541391253832 2.55541391253832 8918007.32874747 2.39
1985-04-04 2.55541391253832 2.57001627775283 2.50917308935906 2.53959468355594 5950542.85546079 2.37
1985-04-08 2.53959468355594 2.55541391253832 2.38748671257152 2.38748671257152 7323745.05287481 2.23
1985-04-09 2.38748671257152 2.4033059415539 2.38748671257152 2.38748671257152 9719247.39007523 2.23
1985-04-10 2.55541391253832 2.58583550673521 2.55541391253832 2.55541391253832 8338649.13055664 2.39
1985-04-11 2.60043787194971 2.67710028932586 2.60043787194971 2.60043787194971 5403234.25972306 2.43
1985-04-12 2.60043787194971 2.60043787194971 2.52499231834144 2.53959468355594 2678196.26653041 2.37
1985-04-15 2.60043787194971 2.6308594661466 2.60043787194971 2.60043787194971 2227858.2628303 2.43
1985-04-16 2.6308594661466 2.64667869512898 2.6308594661466 2.6308594661466 2490829.35988146 2.46
1985-04-17 2.75254584293413 2.78296743713102 2.75254584293413 2.75254584293413 4522281.08460167 2.57
1985-04-18 2.78296743713102 2.7987866661134 2.78296743713102 2.78296743713102 7443725.61590441 2.6
1985-04-19 2.78296743713102 2.78296743713102 2.72212424873725 2.73794347771963 3563258.36504322 2.56
1985-04-22 2.73794347771963 2.73794347771963 2.6308594661466 2.6308594661466 3800754.13706755 2.46
1985-04-23 2.69170265454036 2.70752188352274 2.69170265454036 2.69170265454036 4377646.98122353 2.51
1985-04-24 2.69170265454036 2.73794347771963 2.67710028932586 2.67710028932586 2907474.19177189 2.5
1985-04-25 2.67710028932586 2.69170265454036 2.67710028932586 2.67710028932586 3220574.15419843 2.5
1985-04-26 2.67710028932586 2.75254584293413 2.66128106034348 2.66128106034348 4412161.9377115 2.48
1985-04-29 2.66128106034348 2.67710028932586 2.57001627775283 2.57001627775283 2317432.79276335 2.4
1985-04-30 2.58583550673521 2.60043787194971 2.58583550673521 2.58583550673521 3488475.9593193 2.41
1985-05-01 2.58583550673521 2.60043787194971 2.53959468355594 2.53959468355594 2131709.45547097 2.37
1985-05-02 2.50917308935906 2.50917308935906 2.34246275316013 2.34246275316013 12108175.4498494 2.19
1985-05-03 2.34246275316013 2.44832990096529 2.34246275316013 2.43372753575078 5828096.93839634 2.27
1985-05-06 2.43372753575078 2.46414912994767 2.4033059415539 2.4033059415539 2061857.75781675 2.24
1985-05-07 2.43372753575078 2.43372753575078 2.43372753575078 2.43372753575078 3949497.16383711 2.27
1985-05-08 2.4179083067684 2.4179083067684 2.4179083067684 2.4179083067684 5318590.43785972 2.26
1985-05-09 2.43372753575078 2.44832990096529 2.43372753575078 2.43372753575078 4695677.65171978 2.27
1985-05-10 2.43372753575078 2.49457072414455 2.43372753575078 2.46414912994767 5026856.87706859 2.3
1985-05-13 2.46414912994767 2.47875149516217 2.43372753575078 2.43372753575078 3243584.12519041 2.27
1985-05-14 2.43372753575078 2.44832990096529 2.4033059415539 2.4033059415539 4482835.420044 2.24
1985-05-15 2.43372753575078 2.47875149516217 2.43372753575078 2.43372753575078 4795935.38247054 2.27
1985-05-16 2.60043787194971 2.67710028932586 2.60043787194971 2.60043787194971 8500540.71217876 2.43
1985-05-17 2.60043787194971 2.69170265454036 2.58583550673521 2.64667869512898 7799558.38160176 2.47
1985-05-20 2.64667869512898 2.70752188352274 2.60043787194971 2.60043787194971 7235814.09229833 2.43
1985-05-21 2.58583550673521 2.58583550673521 2.52499231834144 2.52499231834144 5601284.36718971 2.36
1985-05-22 2.52499231834144 2.53959468355594 2.50917308935906 2.50917308935906 4460647.23373031 2.34
1985-05-23 2.49457072414455 2.49457072414455 2.4033059415539 2.4033059415539 8809531.75121387 2.24
1985-05-24 2.4033059415539 2.4033059415539 2.20495714739021 2.20495714739021 21633481.6558494 2.06
1985-05-28 2.17453555319332 2.17453555319332 2.05284917640578 2.05284917640578 18750661.004426 1.92
1985-05-29 2.08327077060267 2.09908999958505 2.08327077060267 2.08327077060267 9048671.09259477 1.95
1985-05-30 2.14411395899644 2.17453555319332 2.14411395899644 2.14411395899644 11580589.6863905 2
1985-05-31 2.14411395899644 2.1903547821757 2.11369236479955 2.11369236479955 13595605.717545 1.97
1985-06-03 2.06866840538816 2.06866840538816 1.94698202860063 1.94698202860063 21138767.2795219 1.82
1985-06-04 2.09908999958505 2.11369236479955 2.09908999958505 2.09908999958505 14765005.3147444 1.96
1985-06-05 2.09908999958505 2.15993318797882 2.05284917640578 2.05284917640578 10546784.5611081 1.92
1985-06-06 2.06866840538816 2.06866840538816 2.06866840538816 2.06866840538816 9952634.23870813 1.93
1985-06-07 2.06866840538816 2.06866840538816 1.99200598801201 1.99200598801201 17442379.7965965 1.86
1985-06-10 1.99200598801201 2.00782521699439 1.96158439381513 1.96158439381513 11603599.6573824 1.83
1985-06-11 1.96158439381513 2.00782521699439 1.96158439381513 1.96158439381513 11043964.2914704 1.83
1985-06-12 1.96158439381513 1.97740362279751 1.91656043440374 1.91656043440374 9130849.56042326 1.79
1985-06-13 1.91656043440374 1.93237966338612 1.81069328659858 1.81069328659858 13943220.6364595 1.69
1985-06-14 1.81069328659858 1.91656043440374 1.7948740576162 1.7948740576162 20777182.0210765 1.68
1985-06-17 1.81069328659858 1.82529565181309 1.81069328659858 1.81069328659858 8694481.89625399 1.69
1985-06-18 1.85571724600997 1.88613884020686 1.85571724600997 1.85571724600997 9748009.8538152 1.73
1985-06-19 1.90195806918924 1.93237966338612 1.90195806918924 1.90195806918924 6345821.28571581 1.78
1985-06-20 1.91656043440374 1.91656043440374 1.91656043440374 1.91656043440374 7008179.73641342 1.79
1985-06-21 1.96158439381513 2.00782521699439 1.96158439381513 1.96158439381513 6103394.80562177 1.83
1985-06-24 2.09908999958505 2.12951159378193 2.09908999958505 2.09908999958505 7588359.71928255 1.96
1985-06-25 2.12951159378193 2.17453555319332 2.12951159378193 2.12951159378193 10792498.1799153 1.99
1985-06-26 2.20495714739021 2.20495714739021 2.20495714739021 2.20495714739021 4850994.95591562 2.06
1985-06-27 2.23537874158709 2.25119797056947 2.23537874158709 2.23537874158709 7103506.75909447 2.09
1985-06-28 2.23537874158709 2.25119797056947 2.1903547821757 2.1903547821757 5007955.82946803 2.05
1985-07-01 2.20495714739021 2.22077637637259 2.20495714739021 2.20495714739021 3803219.49110241 2.06
1985-07-02 2.20495714739021 2.22077637637259 2.09908999958505 2.09908999958505 2883642.43610163 1.96
1985-07-03 2.12951159378193 2.12951159378193 2.12951159378193 2.12951159378193 2540136.44057855 1.99
1985-07-05 2.14411395899644 2.15993318797882 2.14411395899644 2.14411395899644 1357588.28852662 2
1985-07-08 2.14411395899644 2.15993318797882 2.14411395899644 2.14411395899644 3391505.36728168 2
1985-07-09 2.14411395899644 2.15993318797882 2.14411395899644 2.14411395899644 5427887.80007161 2
1985-07-10 2.1903547821757 2.1903547821757 2.1903547821757 2.1903547821757 3905942.57588802 2.05
1985-07-11 2.1903547821757 2.20495714739021 2.1903547821757 2.1903547821757 2425908.37029695 2.05
1985-07-12 2.1903547821757 2.1903547821757 2.17453555319332 2.17453555319332 1725747.82439824 2.03
1985-07-15 2.17453555319332 2.22077637637259 2.15993318797882 2.15993318797882 2881177.08206678 2.02
1985-07-16 2.15993318797882 2.17453555319332 2.12951159378193 2.12951159378193 5259421.94102321 1.99
1985-07-17 2.14411395899644 2.17453555319332 2.14411395899644 2.14411395899644 4371072.70379726 2
1985-07-18 2.14411395899644 2.14411395899644 2.09908999958505 2.09908999958505 6612901.3061584 1.96
1985-07-19 2.11369236479955 2.11369236479955 2.11369236479955 2.11369236479955 4229725.73913226 1.97
1985-07-22 2.11369236479955 2.11369236479955 2.05284917640578 2.05284917640578 7094467.12763333 1.92
1985-07-23 2.05284917640578 2.08327077060267 2.00782521699439 2.00782521699439 6202830.75169424 1.87
1985-07-24 2.00782521699439 2.03824681119128 1.97740362279751 1.97740362279751 6204474.32105081 1.85
1985-07-25 2.0224275822089 2.03824681119128 2.0224275822089 2.0224275822089 11589629.3178516 1.89
1985-07-26 2.0224275822089 2.03824681119128 2.0224275822089 2.0224275822089 4800866.09054025 1.89
1985-07-29 2.0224275822089 2.0224275822089 1.94698202860063 1.94698202860063 2885286.0054582 1.82
1985-07-30 1.97740362279751 1.99200598801201 1.97740362279751 1.97740362279751 3325762.59301889 1.85
1985-07-31 1.97740362279751 1.99200598801201 1.93237966338612 1.93237966338612 2997048.72170494 1.8
1985-08-01 1.93237966338612 1.96158439381513 1.93237966338612 1.93237966338612 1892570.11409007 1.8
1985-08-02 1.93237966338612 1.93237966338612 1.91656043440374 1.91656043440374 3596951.5368529 1.79
1985-08-05 1.91656043440374 1.93237966338612 1.87153647499235 1.87153647499235 3397257.86002968 1.75
1985-08-06 1.87153647499235 1.91656043440374 1.85571724600997 1.85571724600997 2321541.71615477 1.73
1985-08-07 1.85571724600997 1.94698202860063 1.81069328659858 1.81069328659858 5601284.36718971 1.69
1985-08-08 1.84111488079547 1.85571724600997 1.84111488079547 1.84111488079547 5466511.679951 1.72
1985-08-09 1.85571724600997 1.85571724600997 1.85571724600997 1.85571724600997 2245937.52575257 1.73
1985-08-12 1.85571724600997 1.85571724600997 1.82529565181309 1.82529565181309 2042956.7102162 1.7
1985-08-13 1.85571724600997 1.88613884020686 1.85571724600997 1.85571724600997 1597549.4145858 1.73
1985-08-14 1.85571724600997 1.85571724600997 1.7802716924017 1.7802716924017 10655260.1386417 1.66
1985-08-15 1.7802716924017 1.7948740576162 1.76445246341932 1.76445246341932 3903477.22185316 1.65
1985-08-16 1.7802716924017 1.81069328659858 1.7802716924017 1.7802716924017 3090732.17502942 1.66
1985-08-19 1.82529565181309 1.85571724600997 1.82529565181309 1.82529565181309 1773411.33573876 1.7
1985-08-20 1.85571724600997 1.85571724600997 1.85571724600997 1.85571724600997 2497403.63730774 1.73
1985-08-21 1.85571724600997 1.85571724600997 1.85571724600997 1.85571724600997 2842553.20218739 1.73
1985-08-22 1.85571724600997 1.85571724600997 1.81069328659858 1.81069328659858 4526390.0079931 1.69
1985-08-23 1.81069328659858 1.82529565181309 1.7948740576162 1.7948740576162 1645212.92592632 1.68
1985-08-26 1.84111488079547 1.84111488079547 1.84111488079547 1.84111488079547 1351014.01110034 1.72
1985-08-27 1.85571724600997 1.85571724600997 1.85571724600997 1.85571724600997 1581935.50569839 1.73
1985-08-28 1.85571724600997 1.87153647499235 1.85571724600997 1.85571724600997 1515370.94675731 1.73
1985-08-29 1.85571724600997 1.85571724600997 1.81069328659858 1.81069328659858 2061035.97313847 1.69
1985-08-30 1.82529565181309 1.82529565181309 1.82529565181309 1.82529565181309 1579470.15166353 1.7
1985-09-03 1.82529565181309 1.82529565181309 1.7948740576162 1.7948740576162 1406895.36922371 1.68
1985-09-04 1.81069328659858 1.84111488079547 1.81069328659858 1.81069328659858 1755332.0728165 1.69
1985-09-05 1.81069328659858 1.82529565181309 1.81069328659858 1.81069328659858 1234320.58678388 1.69
1985-09-06 1.82529565181309 1.82529565181309 1.82529565181309 1.82529565181309 3424376.75441308 1.7
1985-09-09 1.85571724600997 1.87153647499235 1.85571724600997 1.85571724600997 4857569.2333419 1.73
1985-09-10 1.87153647499235 1.90195806918924 1.87153647499235 1.87153647499235 4483657.20472228 1.75
1985-09-11 1.88613884020686 1.90195806918924 1.88613884020686 1.88613884020686 3236188.06308584 1.76
1985-09-12 1.96158439381513 1.96158439381513 1.96158439381513 1.96158439381513 4107279.82206781 1.83
1985-09-13 1.96158439381513 1.96158439381513 1.91656043440374 1.91656043440374 2610809.92291105 1.79
1985-09-16 1.91656043440374 1.91656043440374 1.85571724600997 1.85571724600997 1380598.25951859 1.73
1985-09-17 1.85571724600997 1.85571724600997 1.85571724600997 1.85571724600997 6742743.28532741 1.73
1985-09-18 1.97740362279751 1.97740362279751 1.97740362279751 1.97740362279751 4433528.33934691 1.85
1985-09-19 2.06866840538816 2.06866840538816 2.06866840538816 2.06866840538816 6843822.80075645 1.93
1985-09-20 2.06866840538816 2.08327077060267 2.03824681119128 2.03824681119128 4978371.58104978 1.9
1985-09-23 2.05284917640578 2.08327077060267 2.05284917640578 2.05284917640578 4394082.67478923 1.92
1985-09-24 2.05284917640578 2.09908999958505 2.00782521699439 2.00782521699439 3247693.04858183 1.87
1985-09-25 2.00782521699439 2.00782521699439 1.93237966338612 1.93237966338612 3864031.55729549 1.8
1985-09-26 1.93237966338612 1.94698202860063 1.93237966338612 1.93237966338612 2002689.26098024 1.8
1985-09-27 1.93237966338612 1.94698202860063 1.93237966338612 1.93237966338612 257218.604303166 1.8
1985-09-30 1.93237966338612 1.94698202860063 1.91656043440374 1.91656043440374 1360875.42723975 1.79
1985-10-01 1.91656043440374 1.93237966338612 1.91656043440374 1.91656043440374 3261663.38811267 1.79
1985-10-02 1.91656043440374 1.93237966338612 1.90195806918924 1.90195806918924 816853.970215167 1.78
1985-10-03 1.90195806918924 1.90195806918924 1.88613884020686 1.88613884020686 1833401.61725356 1.76
