1991,DAILY,SILVER
 ,US¢,GBP
02-Jan-91,416.35,214.85
03-Jan-91,409.65,210.45
04-Jan-91,421,216.1
07-Jan-91,420.25,221.35
08-Jan-91,425,223.1
09-Jan-91,408.5,213.75
10-Jan-91,413.85,216.7
11-Jan-91,415.1,217.85
14-Jan-91,419.5,220.9
15-Jan-91,420.5,220.7
16-Jan-91,422.4,221.6
17-Jan-91,409.75,213.2
18-Jan-91,404.1,209.6
21-Jan-91,403.75,207.65
22-Jan-91,402.85,205.8
23-Jan-91,397.75,204.5
24-Jan-91,387.25,197.65
25-Jan-91,383.5,195.05
28-Jan-91,380.6,193.85
29-Jan-91,385.75,195.5
30-Jan-91,380.9,194.5
31-Jan-91,382.6,194.9
01-Feb-91,387.85,197.3
04-Feb-91,386.25,195.1
05-Feb-91,382.2,192.6
06-Feb-91,381,191.25
07-Feb-91,380,190.5
08-Feb-91,383.25,192.95
11-Feb-91,381.55,191.5
12-Feb-91,366,183.7
13-Feb-91,372,186.85
14-Feb-91,376.9,189.95
15-Feb-91,381.85,193.3
18-Feb-91,377.6,192.3
19-Feb-91,374,191.7
20-Feb-91,369.9,189.3
21-Feb-91,366.3,186.95
22-Feb-91,362,184.75
25-Feb-91,354.75,183.25
26-Feb-91,362.65,188.4
27-Feb-91,361.4,188.7
28-Feb-91,367.85,191.6
01-Mar-91,375.5,197.6
04-Mar-91,375.5,197.85
05-Mar-91,382,200.2
06-Mar-91,383.1,202.8
07-Mar-91,390.75,206.8
08-Mar-91,400.1,212.95
11-Mar-91,417,223.95
12-Mar-91,397.9,213.45
13-Mar-91,405.9,218.4
14-Mar-91,403,217
15-Mar-91,403.25,218.25
18-Mar-91,405.25,224.45
19-Mar-91,394.4,218.95
20-Mar-91,403.75,228.5
21-Mar-91,397.55,221.5
22-Mar-91,400.8,224.35
25-Mar-91,395.25,224.15
26-Mar-91,391.75,224.6
27-Mar-91,389.9,223.2
28-Mar-91,383.6,221.05
02-Apr-91,393.5,224.65
03-Apr-91,406.5,228.55
04-Apr-91,405.75,229.05
05-Apr-91,403.75,226.1
08-Apr-91,396,224.5
09-Apr-91,400,225
10-Apr-91,402.35,225.1
11-Apr-91,398.65,224.15
12-Apr-91,401.75,224.2
15-Apr-91,397.75,222.8
16-Apr-91,402.4,224.2
17-Apr-91,407,227.8
18-Apr-91,412.1,232.45
19-Apr-91,395.25,226.65
22-Apr-91,392,229.15
23-Apr-91,394.5,232.25
24-Apr-91,393.75,230.2
25-Apr-91,387.4,229.45
26-Apr-91,390,230.85
29-Apr-91,388.75,232.45
30-Apr-91,393.35,230.25
01-May-91,397.25,228.15
02-May-91,393.35,229.85
03-May-91,401.75,232.75
07-May-91,402.5,234.6
08-May-91,402.5,233.9
09-May-91,406.25,237.7
10-May-91,403.25,235.4
13-May-91,403.6,234.25
14-May-91,400.25,231.5
15-May-91,411.7,235.95
16-May-91,410,234.6
17-May-91,401.65,230.45
20-May-91,400.5,235.15
21-May-91,404,233.1
22-May-91,409,235.65
23-May-91,403.75,234.6
24-May-91,405,233.1
28-May-91,405.9,234.5
29-May-91,414.2,237.45
30-May-91,411.75,238.85
31-May-91,413.25,241.55
03-Jun-91,415.6,246.3
04-Jun-91,415.25,245.4
05-Jun-91,416.6,246.6
06-Jun-91,424.15,251.05
07-Jun-91,449.15,266.85
10-Jun-91,457.1,274.1
11-Jun-91,448.1,269.2
12-Jun-91,451.4,272.8
13-Jun-91,446.5,273.6
14-Jun-91,451,277.05
17-Jun-91,438.85,270.05
18-Jun-91,447.75,278.2
19-Jun-91,443.15,274.5
20-Jun-91,444.25,271.8
21-Jun-91,444.25,272.55
24-Jun-91,434.1,267.05
25-Jun-91,436,267.5
26-Jun-91,441.75,271.25
27-Jun-91,435.5,266.6
28-Jun-91,445.35,274.5
01-Jul-91,445.25,273.75
02-Jul-91,442.4,274.85
03-Jul-91,442.75,275.95
04-Jul-91,449.5,279.9
05-Jul-91,453.35,282.2
08-Jul-91,450.5,276.75
09-Jul-91,446.15,274.5
10-Jul-91,447.65,276.85
11-Jul-91,442,272.65
12-Jul-91,438,270.35
15-Jul-91,439,267.1
16-Jul-91,437.25,264.75
17-Jul-91,440.25,267.85
18-Jul-91,444.75,266.4
19-Jul-91,439.5,262
22-Jul-91,440.15,261.35
23-Jul-91,432.5,258.4
24-Jul-91,423.1,251.25
25-Jul-91,412.75,245.1
26-Jul-91,410.05,243.5
29-Jul-91,410.9,244.2
30-Jul-91,404.75,240.2
31-Jul-91,406.75,241.4
01-Aug-91,405.4,240.45
02-Aug-91,397.15,238.4
05-Aug-91,393.5,232.35
06-Aug-91,395.85,230.7
07-Aug-91,396.5,232.05
08-Aug-91,397.25,231.65
09-Aug-91,396.65,232.85
12-Aug-91,399.15,235.4
13-Aug-91,395.35,233.05
14-Aug-91,394.6,233.9
15-Aug-91,397,235.8
16-Aug-91,396.15,236.85
19-Aug-91,404.75,248.85
20-Aug-91,400.25,243.15
21-Aug-91,393,236.75
22-Aug-91,394.25,234.4
23-Aug-91,388,229.3
27-Aug-91,395.35,235.55
28-Aug-91,395,235.7
29-Aug-91,394.1,232.9
30-Aug-91,381.5,226.15
02-Sep-91,383.1,227.4
03-Sep-91,387.35,229.05
04-Sep-91,392.8,231.9
05-Sep-91,386.25,228
06-Sep-91,387.1,228.4
09-Sep-91,400.3,232.3
10-Sep-91,406.35,234.4
11-Sep-91,397,230.1
12-Sep-91,397.15,229.5
13-Sep-91,396.5,229.25
16-Sep-91,406,234.6
17-Sep-91,407.75,233.8
18-Sep-91,409.4,236.1
19-Sep-91,409.5,236.9
20-Sep-91,407.25,236.3
23-Sep-91,412.25,236.5
24-Sep-91,424.5,244.55
25-Sep-91,423.5,243.75
26-Sep-91,422.15,243.45
27-Sep-91,409,236.4
30-Sep-91,413.5,235.9
01-Oct-91,414.65,237.3
02-Oct-91,421.6,240.5
03-Oct-91,417.35,237.75
04-Oct-91,417.25,238.2
07-Oct-91,413,237.6
08-Oct-91,407.1,236
09-Oct-91,408.25,239.7
10-Oct-91,411.75,238.85
11-Oct-91,405,235.95
14-Oct-91,409.85,238.15
15-Oct-91,407.65,238.55
16-Oct-91,405.25,237.25
17-Oct-91,412.5,241.15
18-Oct-91,412,239.9
21-Oct-91,417.3,242.2
22-Oct-91,415.75,242.75
23-Oct-91,414.5,242.9
24-Oct-91,408.65,239.05
25-Oct-91,412.15,240.65
28-Oct-91,408.35,239.7
29-Oct-91,405.25,238.45
30-Oct-91,411.25,237.15
31-Oct-91,409,235
01-Nov-91,410.2,235.4
04-Nov-91,407.85,229.9
05-Nov-91,410.5,232.05
06-Nov-91,407.25,229.3
07-Nov-91,407,229.25
08-Nov-91,402.5,228.55
11-Nov-91,403.75,228.95
12-Nov-91,403.5,227.4
13-Nov-91,404.9,228.55
14-Nov-91,404.35,227.75
15-Nov-91,401,226.25
18-Nov-91,405.15,224.95
19-Nov-91,404.4,225.35
20-Nov-91,407.75,227.35
21-Nov-91,409.6,228.55
22-Nov-91,413.25,230.1
25-Nov-91,413.75,229.6
26-Nov-91,408.85,228.4
27-Nov-91,409.75,231.1
28-Nov-91,410,231.5
29-Nov-91,406.5,230.7
02-Dec-91,409.3,230.25
03-Dec-91,406.5,229.4
04-Dec-91,405.25,227.75
05-Dec-91,404.75,226.45
06-Dec-91,406.5,226.15
09-Dec-91,406.85,225.05
10-Dec-91,404.35,223.6
11-Dec-91,400.5,222.4
12-Dec-91,394.75,217.8
13-Dec-91,385.5,212.85
16-Dec-91,387.1,212.55
17-Dec-91,385.4,211.2
18-Dec-91,388.5,212.35
19-Dec-91,385.4,211
20-Dec-91,382.25,208.15
23-Dec-91,389,207.3
24-Dec-91,390,207.9
27-Dec-91,390.25,208
30-Dec-91,386,206.2
31-Dec-91,386,206.2






1992,DAILY,SILVER
 ,US¢,GBP
02-Jan-92,386.75,205.9
03-Jan-92,398.5,214.55
06-Jan-92,393.9,210.7
07-Jan-92,394.85,210.25
08-Jan-92,394.5,210
09-Jan-92,398,214.15
10-Jan-92,413.8,227.8
13-Jan-92,407.15,225.95
14-Jan-92,404.75,224
15-Jan-92,414,234.9
16-Jan-92,413.6,235.25
17-Jan-92,433.5,246.6
20-Jan-92,423,235.2
21-Jan-92,425.9,236.6
22-Jan-92,425.5,235.3
23-Jan-92,429.35,238.35
24-Jan-92,420,235.9
27-Jan-92,417,233.4
28-Jan-92,420.35,235.5
29-Jan-92,416.1,230.65
30-Jan-92,423.5,236.25
31-Jan-92,413.1,231.7
03-Feb-92,417.75,233.2
04-Feb-92,416.6,231.9
05-Feb-92,416.75,230.45
06-Feb-92,421.9,231.7
07-Feb-92,419.5,230.6
10-Feb-92,418.65,228.3
11-Feb-92,417.9,231.5
12-Feb-92,419.5,234.05
13-Feb-92,421,235
14-Feb-92,419.25,236.05
17-Feb-92,415.25,233.75
18-Feb-92,413.2,235.65
19-Feb-92,405.75,231.45
20-Feb-92,409.6,234.85
21-Feb-92,410.25,235.1
24-Feb-92,407.7,234.3
25-Feb-92,412.5,236.3
26-Feb-92,406.5,233.75
27-Feb-92,410,232.3
28-Feb-92,411.85,233.9
02-Mar-92,409.5,232.95
03-Mar-92,412.1,236.75
04-Mar-92,410.6,237
05-Mar-92,411,239.45
06-Mar-92,415.35,241.4
09-Mar-92,415.8,241.55
10-Mar-92,416.75,241.5
11-Mar-92,415.25,242.7
12-Mar-92,414.25,241.7
13-Mar-92,410.6,239.85
16-Mar-92,410.65,239.65
17-Mar-92,404.3,234.2
18-Mar-92,407.15,235.15
19-Mar-92,401.6,233.95
20-Mar-92,410,239.85
23-Mar-92,410.75,240.05
24-Mar-92,410.8,238.7
25-Mar-92,410.9,237.85
26-Mar-92,409,236.4
27-Mar-92,409.25,237.4
30-Mar-92,415.35,239.2
31-Mar-92,412,236.6
01-Apr-92,415.15,240.6
02-Apr-92,409,236.9
03-Apr-92,408.75,235.05
06-Apr-92,409.4,234.2
07-Apr-92,409.5,234.7
08-Apr-92,409.2,233.9
09-Apr-92,409.6,234.85
10-Apr-92,413.15,233.3
13-Apr-92,412.5,234.3
14-Apr-92,408.5,231.3
15-Apr-92,410.25,232.45
16-Apr-92,403.1,229.4
21-Apr-92,398.5,227.65
22-Apr-92,399,226.9
23-Apr-92,402,228.2
24-Apr-92,399,224.65
27-Apr-92,399,224.3
28-Apr-92,397.75,224.65
29-Apr-92,393.5,221.7
30-Apr-92,398.15,225.25
01-May-92,401.4,225.95
05-May-92,401.25,225.25
06-May-92,406.5,227.35
07-May-92,404.5,225.05
08-May-92,403.55,223.75
11-May-92,411,229.3
12-May-92,408.25,226.3
13-May-92,408.25,224.35
14-May-92,409.6,224.7
15-May-92,411.75,226.75
18-May-92,409.75,223
19-May-92,411.5,223.65
20-May-92,407.7,222.2
21-May-92,407.5,223.8
22-May-92,407,224.4
26-May-92,408.75,223.4
27-May-92,410.25,227.45
28-May-92,407.5,226.25
29-May-92,405.75,222.5
01-Jun-92,402.75,219.85
02-Jun-92,407.15,223.85
03-Jun-92,408.95,224.7
04-Jun-92,406.1,223.4
05-Jun-92,408.25,223.4
08-Jun-92,405.35,221.4
09-Jun-92,405.45,220.6
10-Jun-92,405.6,221.45
11-Jun-92,405.65,221.3
12-Jun-92,410.65,221.6
15-Jun-92,412.15,221.75
16-Jun-92,410.35,221.4
17-Jun-92,410.65,220.7
18-Jun-92,408.75,219.7
19-Jun-92,411.1,220.95
22-Jun-92,404.75,217.5
23-Jun-92,405.55,217.4
24-Jun-92,403.9,216.35
25-Jun-92,403.45,213.65
26-Jun-92,402.2,212.85
29-Jun-92,399.25,209.2
30-Jun-92,402.6,212.05
01-Jul-92,404.85,211.85
02-Jul-92,406.5,213.15
03-Jul-92,404,210.9
06-Jul-92,405.25,212.1
07-Jul-92,391.75,203.2
08-Jul-92,390.6,202.4
09-Jul-92,390.85,204.6
10-Jul-92,396.5,207.6
13-Jul-92,393.6,204.2
14-Jul-92,395,205.75
15-Jul-92,395.05,205.65
16-Jul-92,393.75,204.9
17-Jul-92,392.1,201.9
20-Jul-92,399.5,204.7
21-Jul-92,395.25,208.45
22-Jul-92,396.25,207.85
23-Jul-92,401.25,210.35
24-Jul-92,398,208.1
27-Jul-92,397.25,206.9
28-Jul-92,397.25,206.3
29-Jul-92,394,204.1
30-Jul-92,391.5,204.3
31-Jul-92,395.25,205.85
03-Aug-92,394.15,205
04-Aug-92,387.6,201.9
05-Aug-92,388,202.6
06-Aug-92,390.15,205
07-Aug-92,392.75,205.1
10-Aug-92,397.6,206.4
11-Aug-92,394.25,203.75
12-Aug-92,389.35,202.35
13-Aug-92,380.9,197.65
14-Aug-92,381.35,198.05
17-Aug-92,382,198.75
18-Aug-92,379,196.25
19-Aug-92,380.4,197.3
20-Aug-92,372.9,192.35
21-Aug-92,373.5,192.9
24-Aug-92,376.15,190.8
25-Aug-92,370.65,186.25
26-Aug-92,364.75,183.4
27-Aug-92,369.5,187
28-Aug-92,371.9,187.8
01-Sep-92,375.2,188.2
02-Sep-92,372,185.25
03-Sep-92,371.65,185.8
04-Sep-92,374.15,190.1
07-Sep-92,372.75,186.8
08-Sep-92,372.5,186.25
09-Sep-92,374.75,188.65
10-Sep-92,373,189.8
11-Sep-92,368.75,189.5
14-Sep-92,374.75,197.25
15-Sep-92,378.5,199.35
16-Sep-92,383.8,206.5
17-Sep-92,382.75,215.5
18-Sep-92,380.75,217.7
21-Sep-92,382.3,222.6
22-Sep-92,379.1,220.4
23-Sep-92,383.5,226.5
24-Sep-92,382,222.75
25-Sep-92,382.15,223.8
28-Sep-92,380.9,220.3
29-Sep-92,372.5,211.55
30-Sep-92,376.6,211.05
01-Oct-92,375.25,213.5
02-Oct-92,373.25,214.1
05-Oct-92,374.65,220.75
06-Oct-92,375.85,218.5
07-Oct-92,375.15,217.15
08-Oct-92,373.35,221.95
09-Oct-92,374.55,221.7
12-Oct-92,374.4,220.5
13-Oct-92,371.75,217.4
14-Oct-92,370.5,217.15
15-Oct-92,372.5,219.1
16-Oct-92,371,222.2
19-Oct-92,372.25,229.45
20-Oct-92,374,229.4
21-Oct-92,381.35,236.65
22-Oct-92,380,233.85
23-Oct-92,379.9,233.65
26-Oct-92,375.25,237.1
27-Oct-92,375,239.4
28-Oct-92,376.5,237.3
29-Oct-92,376.65,239.75
30-Oct-92,376.4,239.95
02-Nov-92,375.65,242.65
03-Nov-92,379.3,246.8
04-Nov-92,379.5,243.9
05-Nov-92,387.25,251.3
06-Nov-92,390.75,254.15
09-Nov-92,385.85,252.2
10-Nov-92,371.3,244.9
11-Nov-92,368.75,243.65
12-Nov-92,368.75,242.45
13-Nov-92,379.85,246.35
16-Nov-92,376.2,247.35
17-Nov-92,375.65,247.7
18-Nov-92,376.75,247.15
19-Nov-92,374.9,243.6
20-Nov-92,377.25,246.35
23-Nov-92,375.2,248
24-Nov-92,375.75,247.45
25-Nov-92,376,246.3
26-Nov-92,376.25,247.2
27-Nov-92,375,248.45
30-Nov-92,373.25,247.9
01-Dec-92,376,248
02-Dec-92,375.75,243.35
03-Dec-92,375.9,241.3
04-Dec-92,376.25,239.05
07-Dec-92,375.85,238.95
08-Dec-92,375.85,234.4
09-Dec-92,371.4,236.95
10-Dec-92,370.5,238.65
11-Dec-92,372.4,240.1
14-Dec-92,372.75,238.5
15-Dec-92,371.65,237.5
16-Dec-92,371.4,235.9
17-Dec-92,375,236.15
18-Dec-92,377.5,240.7
21-Dec-92,375,239.4
22-Dec-92,373.35,241.4
23-Dec-92,369.75,241.05
24-Dec-92,368.5,240.45
29-Dec-92,367.5,243.6
30-Dec-92,366.3,242.1
31-Dec-92,366.95,242.6










1993,DAILY,SILVER
 ,US¢,GBP
04-Jan-93,366,243.2
05-Jan-93,365.4,241.2
06-Jan-93,370,239.65
07-Jan-93,369.9,240.1
08-Jan-93,366,240
11-Jan-93,366.55,236.65
12-Jan-93,367.8,236.3
13-Jan-93,366.85,237.7
14-Jan-93,369.15,239.55
15-Jan-93,366.65,238.3
18-Jan-93,367.3,237.35
19-Jan-93,368.65,238.75
20-Jan-93,368.5,238.8
21-Jan-93,371.6,243.45
22-Jan-93,371.25,244.55
25-Jan-93,369.5,239.5
26-Jan-93,370.15,240.65
27-Jan-93,367.5,242.1
28-Jan-93,369,243.3
29-Jan-93,370.75,246.75
01-Feb-93,366,250.45
02-Feb-93,366.85,250.65
03-Feb-93,367.4,256.05
04-Feb-93,367,254.15
05-Feb-93,367,253.7
08-Feb-93,365.75,254.8
09-Feb-93,368.25,258.4
10-Feb-93,371.25,258.45
11-Feb-93,376.75,265.25
12-Feb-93,374.2,262.95
15-Feb-93,368.8,261.1
16-Feb-93,368.7,256.65
17-Feb-93,370.5,255.35
18-Feb-93,365.6,256.85
19-Feb-93,364,251.4
22-Feb-93,358.15,246.25
23-Feb-93,358,246
24-Feb-93,360.15,249.25
25-Feb-93,358.95,250.75
26-Feb-93,356.65,249.85
01-Mar-93,358.25,249.65
02-Mar-93,358.5,248.25
03-Mar-93,358.4,246.15
04-Mar-93,357.25,246.65
05-Mar-93,358.7,246.35
08-Mar-93,357.5,247.15
09-Mar-93,356,246.9
10-Mar-93,357,248.8
11-Mar-93,360,251.5
12-Mar-93,364,254
15-Mar-93,362.5,252.95
16-Mar-93,365,252.6
17-Mar-93,365.85,252.25
18-Mar-93,364.15,249.65
19-Mar-93,367.75,246
22-Mar-93,368.25,247.9
23-Mar-93,366.5,248.05
24-Mar-93,365.4,246.8
25-Mar-93,368.25,249.1
26-Mar-93,371.75,249.15
29-Mar-93,370.4,248.35
30-Mar-93,377.75,253.2
31-Mar-93,389,258.45
01-Apr-93,385.75,255.15
02-Apr-93,397.15,258.8
05-Apr-93,385.75,254.2
06-Apr-93,387.5,255.55
07-Apr-93,379.15,249.6
08-Apr-93,387.75,255.1
13-Apr-93,387.25,249.6
14-Apr-93,390.15,250.1
15-Apr-93,393.25,254.35
16-Apr-93,387,251.45
19-Apr-93,397.5,260.05
20-Apr-93,395.25,254.5
21-Apr-93,391.15,254.1
22-Apr-93,387.75,250.1
23-Apr-93,393.25,252.15
26-Apr-93,401.85,252.25
27-Apr-93,410.25,258.2
28-Apr-93,404.5,257.4
29-Apr-93,436,277.2
30-Apr-93,429.85,273.35
04-May-93,427.4,271.35
05-May-93,425.2,270.4
06-May-93,430.3,273.9
07-May-93,436.25,276.3
10-May-93,427.75,275.7
11-May-93,424.4,275.85
12-May-93,423.25,274.95
13-May-93,452,295.7
14-May-93,443.5,289.1
17-May-93,446.15,289.5
18-May-93,440.3,287.95
19-May-93,474.4,308.45
20-May-93,451.3,290.6
21-May-93,452.25,291.5
24-May-93,472.25,308.25
25-May-93,452.15,294.1
26-May-93,455.5,294.05
27-May-93,459.1,294.95
28-May-93,471.35,302.05
01-Jun-93,461.5,295.25
02-Jun-93,436.5,282.05
03-Jun-93,438.5,284.1
04-Jun-93,450,291.65
07-Jun-93,435.5,287.1
08-Jun-93,439.25,288.6
09-Jun-93,436.75,287.7
10-Jun-93,430.5,284.35
11-Jun-93,431,281.6
14-Jun-93,422,276
15-Jun-93,422.5,276.05
16-Jun-93,431.8,285.6
17-Jun-93,432.6,285.55
18-Jun-93,434.25,287.6
21-Jun-93,429,289.4
22-Jun-93,429.65,288.55
23-Jun-93,426.6,290.3
24-Jun-93,443,301.65
25-Jun-93,440.25,298.45
28-Jun-93,450.5,303.15
29-Jun-93,445.5,298.8
30-Jun-93,457.5,303.6
01-Jul-93,454.75,303.65
02-Jul-93,483.5,319.65
05-Jul-93,488.5,323.75
06-Jul-93,507,336.9
07-Jul-93,516.75,343.35
08-Jul-93,511.5,342.05
09-Jul-93,499,336.35
12-Jul-93,506.5,342.45
13-Jul-93,497.75,334.2
14-Jul-93,509.5,341.15
15-Jul-93,492.5,328.55
16-Jul-93,504.5,339.85
19-Jul-93,506.85,339.7
20-Jul-93,504.5,335.55
21-Jul-93,505,332.55
22-Jul-93,493.75,326.45
23-Jul-93,502.75,335.75
26-Jul-93,496.65,330.55
27-Jul-93,510.5,341.35
28-Jul-93,506.5,339.95
29-Jul-93,514.5,343.8
30-Jul-93,530,358.35
02-Aug-93,542,365.6
03-Aug-93,537.65,356.9
04-Aug-93,529,352.2
05-Aug-93,517,344.65
06-Aug-93,482,323.7
09-Aug-93,467.5,312.6
10-Aug-93,479.6,322.85
11-Aug-93,478.5,325.2
12-Aug-93,468.6,318.55
13-Aug-93,459.25,312.5
16-Aug-93,477.2,325.75
17-Aug-93,473.5,317.35
18-Aug-93,469.25,314.6
19-Aug-93,472.5,311.9
20-Aug-93,465.75,309.55
23-Aug-93,478.25,316.1
24-Aug-93,476.4,318.55
25-Aug-93,474.75,317.25
26-Aug-93,472.5,317.35
27-Aug-93,468.75,310.45
31-Aug-93,484.25,323.8
01-Sep-93,483.25,323.6
02-Sep-93,472,314.9
03-Sep-93,455.5,303.55
06-Sep-93,452.5,295.45
07-Sep-93,450.25,294.85
08-Sep-93,425.5,276.3
09-Sep-93,424.25,274.35
10-Sep-93,427.75,276.95
13-Sep-93,406.4,261.35
14-Sep-93,392.35,254.7
15-Sep-93,403.75,261.85
16-Sep-93,405.7,262.15
17-Sep-93,409.75,268.15
20-Sep-93,411.1,268.85
21-Sep-93,410.75,266.55
22-Sep-93,407.35,268.9
23-Sep-93,403.9,266.15
24-Sep-93,414.2,276.4
27-Sep-93,410.75,271.3
28-Sep-93,404.5,268.5
29-Sep-93,406.25,268.95
30-Sep-93,403,266.9
01-Oct-93,405.75,271.6
04-Oct-93,408.75,271.65
05-Oct-93,405,266.45
06-Oct-93,415.25,273.8
07-Oct-93,433,283.65
08-Oct-93,436.5,286.5
11-Oct-93,437.75,284.8
12-Oct-93,428.65,279.7
13-Oct-93,444.75,291.65
14-Oct-93,443.35,290.05
15-Oct-93,433.25,286.35
18-Oct-93,435.5,289.75
19-Oct-93,445.35,299
20-Oct-93,449.25,302.25
21-Oct-93,451.15,302.1
22-Oct-93,443.6,299.45
25-Oct-93,443.25,298.4
26-Oct-93,439.25,297.6
27-Oct-93,438.75,296.05
28-Oct-93,442,298.45
29-Oct-93,440.25,295.75
01-Nov-93,428.5,288.75
02-Nov-93,421.15,284.75
03-Nov-93,421.25,284.65
04-Nov-93,438.15,295.45
05-Nov-93,447.75,302.65
08-Nov-93,451.75,305.05
09-Nov-93,454.25,307.25
10-Nov-93,453.25,308.35
11-Nov-93,456.75,309.05
12-Nov-93,458,309.65
15-Nov-93,451.75,302.7
16-Nov-93,457.75,307.4
17-Nov-93,455,308.05
18-Nov-93,461.15,311.9
19-Nov-93,469.25,318.05
22-Nov-93,473.25,320.5
23-Nov-93,468.25,316.8
24-Nov-93,464.5,311.85
25-Nov-93,464.2,312.3
26-Nov-93,467.15,314.9
29-Nov-93,463.2,313.1
30-Nov-93,446.7,300.3
01-Dec-93,442.85,299.45
02-Dec-93,466,314.75
03-Dec-93,460.75,310.15
06-Dec-93,484,323.85
07-Dec-93,483.5,322.1
08-Dec-93,496,332.75
09-Dec-93,497.75,333.5
10-Dec-93,498.7,332.8
13-Dec-93,510,341.25
14-Dec-93,513.75,345.05
15-Dec-93,509.5,342.85
16-Dec-93,509.5,343.1
17-Dec-93,501.75,336.95
20-Dec-93,512.25,344.55
21-Dec-93,510.75,342.9
22-Dec-93,499.75,335.4
23-Dec-93,503.5,335.9
24-Dec-93,502.5,334.45
29-Dec-93,509,339.35
30-Dec-93,510.75,344.4
31-Dec-93,511.5,345.25







1994,DAILY,SILVER
 ,US¢,GBP
04-Jan-94,527.65,356.25
05-Jan-94,523.25,352.25
06-Jan-94,502,338.25
07-Jan-94,511,344.25
10-Jan-94,491.15,328.95
11-Jan-94,504.25,338.75
12-Jan-94,510.5,340.9
13-Jan-94,505.6,337.4
14-Jan-94,520.75,348.85
17-Jan-94,534.35,357.8
18-Jan-94,532.75,356.25
19-Jan-94,532.25,356.5
20-Jan-94,532,355.85
21-Jan-94,518.5,345.65
24-Jan-94,504,337.6
25-Jan-94,513.25,343.6
26-Jan-94,507.5,339.1
27-Jan-94,511.5,342.35
28-Jan-94,497.4,331.5
31-Jan-94,505.75,337.6
01-Feb-94,512,340.2
02-Feb-94,528,352.45
03-Feb-94,528.25,353.25
04-Feb-94,545.5,366
07-Feb-94,530.75,358
08-Feb-94,522.5,354.25
09-Feb-94,524.5,359
10-Feb-94,529.5,362.65
11-Feb-94,521.25,356.8
14-Feb-94,526,357.7
15-Feb-94,532.5,361.2
16-Feb-94,525,355.1
17-Feb-94,529.75,358.7
18-Feb-94,523,353.4
21-Feb-94,518,351.1
22-Feb-94,516,349.7
23-Feb-94,518.25,350.7
24-Feb-94,521.25,352.75
25-Feb-94,518.25,349.8
28-Feb-94,524.3,352.7
01-Mar-94,532.75,357.75
02-Mar-94,523.5,349.95
03-Mar-94,526.25,352.55
04-Mar-94,518.6,347.8
07-Mar-94,523.25,351.25
08-Mar-94,518,347.9
09-Mar-94,521.5,349.6
10-Mar-94,529.75,353.25
11-Mar-94,544.5,363.75
14-Mar-94,536.75,358.9
15-Mar-94,545,365.5
16-Mar-94,542.25,364.6
17-Mar-94,536,359
18-Mar-94,543.5,364.75
21-Mar-94,540.75,364.4
22-Mar-94,544.8,366.2
23-Mar-94,559,375.65
24-Mar-94,574.75,384.8
25-Mar-94,573,382.15
28-Mar-94,570,380.9
29-Mar-94,562,375.8
30-Mar-94,561,379.2
31-Mar-94,573.5,386.7
05-Apr-94,564.5,384.4
06-Apr-94,552.5,376
07-Apr-94,549.75,374
08-Apr-94,546.35,370.1
11-Apr-94,545.5,369.6
12-Apr-94,528.2,359.1
13-Apr-94,533.6,362.05
14-Apr-94,534,362.3
15-Apr-94,529.5,359.25
18-Apr-94,524.6,356.15
19-Apr-94,523.75,354.6
20-Apr-94,524.35,353.35
21-Apr-94,526.5,351.9
22-Apr-94,520,349.25
25-Apr-94,509.4,340.9
26-Apr-94,512.1,343.1
27-Apr-94,516.5,342.75
28-Apr-94,516.5,343.4
29-Apr-94,528,349.75
03-May-94,528.75,349.95
04-May-94,521.25,345.45
05-May-94,511.75,342.75
06-May-94,506.75,338.7
09-May-94,539.5,360.6
10-May-94,539.15,360.55
11-May-94,526.5,353.3
12-May-94,540.25,359.7
13-May-94,542.25,361.9
16-May-94,539.25,359.45
17-May-94,553,367.55
18-May-94,544.35,361.5
19-May-94,557,369.65
20-May-94,553.25,366.75
23-May-94,571.5,379
24-May-94,573,380.75
25-May-94,556.75,369.5
26-May-94,551.15,365.25
27-May-94,545,361.05
31-May-94,549.5,363.9
01-Jun-94,554.25,365.9
02-Jun-94,534.75,352.7
03-Jun-94,533.75,354.55
06-Jun-94,527.25,349.75
07-Jun-94,528,350.6
08-Jun-94,532.9,353.05
09-Jun-94,535.5,355.1
10-Jun-94,538.7,357.7
13-Jun-94,532.5,351.8
14-Jun-94,541.75,356.1
15-Jun-94,535.5,352.05
16-Jun-94,553,363.25
17-Jun-94,547,360.25
20-Jun-94,560.5,364.45
21-Jun-94,548.25,356.45
22-Jun-94,554.4,360.65
23-Jun-94,536.5,350.1
24-Jun-94,540.65,349.6
27-Jun-94,539,346.6
28-Jun-94,526.5,340.7
29-Jun-94,527,340
30-Jun-94,525.1,340.75
01-Jul-94,535.5,348.95
04-Jul-94,538.6,349.6
05-Jul-94,540.75,350.45
06-Jul-94,531.75,344.5
07-Jul-94,524,340.1
08-Jul-94,523.75,339.35
11-Jul-94,524.75,336.4
12-Jul-94,531.5,338.25
13-Jul-94,521.5,332.55
14-Jul-94,516.25,330.1
15-Jul-94,522.25,335.3
18-Jul-94,525.5,336.35
19-Jul-94,521.15,333.6
20-Jul-94,532.15,345.1
21-Jul-94,526,339.7
22-Jul-94,525.25,344.45
25-Jul-94,526,343
