1991,DAILY,SILVER
 ,US¢,GBP
26-Jul-94,532,348.85
27-Jul-94,532.25,347.65
28-Jul-94,533.25,347.95
29-Jul-94,529.25,346.8
01-Aug-94,533,345.3
02-Aug-94,528.5,343.05
03-Aug-94,521.25,339.45
04-Aug-94,515.5,334.5
05-Aug-94,517.5,336.7
08-Aug-94,511.3,331.65
09-Aug-94,511.25,332.75
10-Aug-94,515.9,335.35
11-Aug-94,511.5,332.6
12-Aug-94,519.25,334.95
15-Aug-94,505,327.05
16-Aug-94,507.25,329.45
17-Aug-94,512.75,333.25
18-Aug-94,510.75,330.65
19-Aug-94,517.25,333.9
22-Aug-94,522.65,337.85
23-Aug-94,521.3,335.45
24-Aug-94,521.35,335.7
25-Aug-94,525.25,339.1
26-Aug-94,525.5,338.1
30-Aug-94,538.2,350.75
31-Aug-94,535.75,349.2
01-Sep-94,540.15,351.55
02-Sep-94,543.75,351.85
05-Sep-94,540.75,349.25
06-Sep-94,543.8,351.4
07-Sep-94,551,355.7
08-Sep-94,551,356.65
09-Sep-94,545,353.2
12-Sep-94,551,352.9
13-Sep-94,545.6,347.75
14-Sep-94,546.25,348.35
15-Sep-94,539.5,344.75
16-Sep-94,538.5,343.55
19-Sep-94,543,344.55
20-Sep-94,548,348.8
21-Sep-94,567.15,359.55
22-Sep-94,560.25,354.95
23-Sep-94,571,362.15
26-Sep-94,565.65,359.15
27-Sep-94,566.5,359.55
28-Sep-94,570,361.45
29-Sep-94,562.25,356.65
30-Sep-94,562,355.6
03-Oct-94,552.5,350.65
04-Oct-94,560.5,354.75
05-Oct-94,559.65,352.85
06-Oct-94,559.6,352.75
07-Oct-94,565.5,355.3
10-Oct-94,561.35,354.4
11-Oct-94,555.75,350.6
12-Oct-94,550.75,348.25
13-Oct-94,550.75,347.9
14-Oct-94,537,337.4
17-Oct-94,539.25,335.45
18-Oct-94,541.35,336.05
19-Oct-94,535.5,330.55
20-Oct-94,541,333.85
21-Oct-94,540,331
24-Oct-94,531.5,326.3
25-Oct-94,533,325
26-Oct-94,530.75,324.6
27-Oct-94,538.75,328.8
28-Oct-94,536.75,328.3
31-Oct-94,534.5,329.5
01-Nov-94,522.25,319.05
02-Nov-94,527.75,322.2
03-Nov-94,532,328.1
04-Nov-94,526.5,326.9
07-Nov-94,522.75,323.25
08-Nov-94,520.65,322.35
09-Nov-94,520,324.2
10-Nov-94,513.5,319.65
11-Nov-94,517.75,323.2
14-Nov-94,515.75,324.2
15-Nov-94,521.35,328.15
16-Nov-94,519,329.85
17-Nov-94,523.5,332.75
18-Nov-94,522.75,333.4
21-Nov-94,514.9,328.4
22-Nov-94,515,328.25
23-Nov-94,517,328.4
24-Nov-94,515,329.7
25-Nov-94,517.25,330.6
28-Nov-94,517.15,330.75
29-Nov-94,514,328.1
30-Nov-94,507.5,324.7
01-Dec-94,491.75,313.75
02-Dec-94,493.2,314.8
05-Dec-94,474,303.75
06-Dec-94,464.75,297.5
07-Dec-94,468.75,299.25
08-Dec-94,464,296.5
09-Dec-94,467,299.35
12-Dec-94,472.75,302.75
13-Dec-94,481.25,308
14-Dec-94,476.5,305.05
15-Dec-94,476.5,305.3
16-Dec-94,482.25,308.5
19-Dec-94,477,305.8
20-Dec-94,481.35,308.3
21-Dec-94,483,309.8
22-Dec-94,478.75,308.75
23-Dec-94,475.25,307
28-Dec-94,481,310.9
29-Dec-94,490.25,315.6
30-Dec-94,485,310.2






1995,DAILY,SILVER
 ,US¢,GBP
03-Jan-95,484.15,309.85
04-Jan-95,471.5,302.15
05-Jan-95,462.25,296.1
06-Jan-95,470.25,300.75
09-Jan-95,464.5,298.9
10-Jan-95,468.25,299.8
11-Jan-95,467.75,299.05
12-Jan-95,473.75,303.9
13-Jan-95,484,308.4
16-Jan-95,476.85,303.75
17-Jan-95,480,305.9
18-Jan-95,490,310.9
19-Jan-95,492.25,313.55
20-Jan-95,484.5,305.6
23-Jan-95,491.5,309.65
24-Jan-95,481.5,301.15
25-Jan-95,481.25,300.95
26-Jan-95,478,299.95
27-Jan-95,476.4,299.55
30-Jan-95,467.5,294.2
31-Jan-95,469.75,294.7
01-Feb-95,467.75,295.95
02-Feb-95,467.5,295.3
03-Feb-95,473.5,300.65
06-Feb-95,469.5,300.85
07-Feb-95,470,301.5
08-Feb-95,466.7,300.8
09-Feb-95,473,304.25
10-Feb-95,476.05,305.8
13-Feb-95,473.65,302.85
14-Feb-95,474.45,305.1
15-Feb-95,476.25,304.5
16-Feb-95,473.5,301
17-Feb-95,472.75,300.15
20-Feb-95,478.25,301.95
21-Feb-95,477.75,302.3
22-Feb-95,475.5,300.8
23-Feb-95,482.35,303.25
24-Feb-95,481,302.5
27-Feb-95,465,293.75
28-Feb-95,449,284.3
01-Mar-95,447.25,282.9
02-Mar-95,441.6,277.9
03-Mar-95,443.35,275.55
06-Mar-95,441.9,267.9
07-Mar-95,453.4,279.55
08-Mar-95,467.6,285.4
09-Mar-95,463.1,286.95
10-Mar-95,460.75,288.35
13-Mar-95,462.25,292.2
14-Mar-95,471.75,298
15-Mar-95,473,298.4
16-Mar-95,470,294.05
17-Mar-95,467.25,294.05
20-Mar-95,468,295.15
21-Mar-95,468.75,296.2
22-Mar-95,458.25,289.05
23-Mar-95,469.25,295.15
24-Mar-95,469.6,294.25
27-Mar-95,463,290.85
28-Mar-95,465.6,290.7
29-Mar-95,473.1,293.4
30-Mar-95,476.25,295.35
31-Mar-95,516,319.7
03-Apr-95,530.15,327.8
04-Apr-95,521,323
05-Apr-95,536.25,332.15
06-Apr-95,536.5,333.85
07-Apr-95,540.7,335.9
10-Apr-95,533,333.25
11-Apr-95,521,326.9
12-Apr-95,533.7,335.5
13-Apr-95,525,328.55
18-Apr-95,565.5,349.45
19-Apr-95,591.5,366.6
20-Apr-95,565,349.65
21-Apr-95,564.25,351.95
24-Apr-95,570.25,352.5
25-Apr-95,562.75,348.65
26-Apr-95,568.5,353.65
27-Apr-95,557.5,344.9
28-Apr-95,582.85,361.3
01-May-95,569.75,352.9
02-May-95,586.75,362.85
03-May-95,588.25,364.6
04-May-95,597.5,369.45
05-May-95,603.75,375.25
09-May-95,592,371.3
10-May-95,547.5,343.8
11-May-95,542.5,344.95
12-May-95,539,343.4
15-May-95,532.75,339.6
16-May-95,539.7,344.85
17-May-95,538.25,342.3
18-May-95,536.1,340.9
19-May-95,544.5,345.5
22-May-95,536.75,342.3
23-May-95,527.5,335.45
24-May-95,539.75,343.7
25-May-95,548.6,347.85
26-May-95,548.75,341.45
30-May-95,546,341.45
31-May-95,529.5,329.6
01-Jun-95,526.25,332
02-Jun-95,535.25,335.25
05-Jun-95,523,328.95
06-Jun-95,534.25,336.05
07-Jun-95,533.5,335.7
08-Jun-95,537.25,337.7
09-Jun-95,534.5,334.65
12-Jun-95,543.15,340.75
13-Jun-95,538.75,337.15
14-Jun-95,536.5,335.3
15-Jun-95,533,333.1
16-Jun-95,545.5,340.25
19-Jun-95,543.25,339.55
20-Jun-95,550.75,343.45
21-Jun-95,549,342.4
22-Jun-95,542.75,337.25
23-Jun-95,535.3,335.3
26-Jun-95,533,333.95
27-Jun-95,533.5,336.4
28-Jun-95,532.8,337.1
29-Jun-95,526.15,332.15
30-Jun-95,532.75,334.2
03-Jul-95,508.35,318.35
04-Jul-95,507,318.15
05-Jul-95,507.1,318.1
06-Jul-95,507.25,318.1
07-Jul-95,511.75,320.15
10-Jul-95,516.75,324.3
11-Jul-95,512.25,322.45
12-Jul-95,515.75,323.85
13-Jul-95,526.5,331.25
14-Jul-95,518.75,324.95
17-Jul-95,522.6,327.85
18-Jul-95,535.5,335.55
19-Jul-95,533.75,334.8
20-Jul-95,515.6,322.65
21-Jul-95,516.25,323.65
24-Jul-95,522.25,327
25-Jul-95,517.35,324.2
26-Jul-95,515.2,323.05
27-Jul-95,518.25,325.25
28-Jul-95,508,317.95
31-Jul-95,509.8,318.2
01-Aug-95,503,314.85
02-Aug-95,515,320.65
03-Aug-95,514,320.55
04-Aug-95,520.25,324.6
07-Aug-95,516.5,321.7
08-Aug-95,522.5,326.55
09-Aug-95,529.1,330.65
10-Aug-95,525.5,328.55
11-Aug-95,531.25,335.7
14-Aug-95,522.75,331.5
15-Aug-95,538.25,342.3
16-Aug-95,536,345.45
17-Aug-95,549.6,357.35
18-Aug-95,566,366.2
21-Aug-95,579.85,375.9
22-Aug-95,570.5,371.4
23-Aug-95,556,361.75
24-Aug-95,567.5,368.15
25-Aug-95,558,361.85
29-Aug-95,558.5,360.3
30-Aug-95,545.5,353.05
31-Aug-95,532.25,342.75
01-Sep-95,534.5,344.5
04-Sep-95,530.75,340.65
05-Sep-95,528.5,339.85
06-Sep-95,521.25,336.45
07-Sep-95,538.25,347.15
08-Sep-95,549.65,355.85
11-Sep-95,539.75,348.05
12-Sep-95,552.25,355.5
13-Sep-95,554.25,357.35
14-Sep-95,544.75,351.7
15-Sep-95,549,354.4
18-Sep-95,548.5,354.65
19-Sep-95,556.15,360
20-Sep-95,547.85,354
21-Sep-95,536.25,343.65
22-Sep-95,546.15,346.55
25-Sep-95,540.5,344.05
26-Sep-95,548.75,349.75
27-Sep-95,545.5,348.25
28-Sep-95,548.1,346.85
29-Sep-95,552.75,349.5
02-Oct-95,542.5,342.25
03-Oct-95,534,335.2
04-Oct-95,533.5,337.55
05-Oct-95,535,337.85
06-Oct-95,532.25,335.8
09-Oct-95,544.25,343.25
10-Oct-95,543.5,344
11-Oct-95,541.75,343.3
12-Oct-95,542.25,344.7
13-Oct-95,538.25,341.9
16-Oct-95,538.35,341.7
17-Oct-95,535,339.7
18-Oct-95,535.3,339.65
19-Oct-95,534.85,340.3
20-Oct-95,532.75,338.95
23-Oct-95,537,339.85
24-Oct-95,535.25,338.25
25-Oct-95,534.5,338.2
26-Oct-95,543.85,344.25
27-Oct-95,540,341.25
30-Oct-95,533,338.3
31-Oct-95,536,340
01-Nov-95,533.25,337.6
02-Nov-95,531,336.1
03-Nov-95,535.75,339.6
06-Nov-95,528.8,334.4
07-Nov-95,528.25,334.55
08-Nov-95,538,340.1
09-Nov-95,535.75,339.5
10-Nov-95,542.9,344.35
13-Nov-95,542.25,345.8
14-Nov-95,532.25,340.95
15-Nov-95,533.75,341.8
16-Nov-95,532.75,341.2
17-Nov-95,536,343.8
20-Nov-95,535.25,346.45
21-Nov-95,537.5,346.05
22-Nov-95,530.25,340.1
23-Nov-95,520.75,333.05
24-Nov-95,523.6,334.7
27-Nov-95,527.5,338.5
28-Nov-95,527.5,340.7
29-Nov-95,522.1,340
30-Nov-95,518,338.45
01-Dec-95,521.75,341.7
04-Dec-95,518.5,337.8
05-Dec-95,522,338.65
06-Dec-95,525.6,341.4
07-Dec-95,524.5,340.9
08-Dec-95,524.75,342.75
11-Dec-95,525.25,342.05
12-Dec-95,522.75,340.65
13-Dec-95,515.75,336.65
14-Dec-95,510.5,332.35
15-Dec-95,514.25,333.85
18-Dec-95,515,334.7
19-Dec-95,517.5,335.5
20-Dec-95,512.25,332.75
21-Dec-95,515.75,335.25
22-Dec-95,512.15,332.55
27-Dec-95,515.75,331.9
28-Dec-95,513.25,330.05
29-Dec-95,514.2,331.3






1996,DAILY,SILVER
 ,US¢,GBP
02-Jan-96,516.5,333.75
03-Jan-96,535,344.25
04-Jan-96,534.75,345
05-Jan-96,550,355.55
08-Jan-96,553,356.4
09-Jan-96,550.9,355.65
10-Jan-96,553.75,358
11-Jan-96,555.65,359.8
12-Jan-96,546.25,353.85
15-Jan-96,540,349.2
16-Jan-96,545.75,353.9
17-Jan-96,549.25,357.8
18-Jan-96,546.5,358.6
19-Jan-96,541.25,357.5
22-Jan-96,550.4,364.15
23-Jan-96,559,369.2
24-Jan-96,554,366.85
25-Jan-96,551.75,363.7
26-Jan-96,561.6,372.8
29-Jan-96,550.75,366.3
30-Jan-96,557.5,369.9
31-Jan-96,552,366.4
01-Feb-96,559.5,369.65
02-Feb-96,582.75,383.9
05-Feb-96,579.75,378.9
06-Feb-96,575.25,373.9
07-Feb-96,582.25,378.8
08-Feb-96,565.5,368.4
09-Feb-96,572.5,372.6
12-Feb-96,563.75,368.05
13-Feb-96,570.75,372.35
14-Feb-96,569,369.5
15-Feb-96,574.8,373.4
16-Feb-96,567.9,368.4
19-Feb-96,570.5,368.25
20-Feb-96,569,368.4
21-Feb-96,555,359.7
22-Feb-96,559.25,362.5
23-Feb-96,551.4,358.25
26-Feb-96,549.25,356.45
27-Feb-96,548.5,355.95
28-Feb-96,546.25,355.05
29-Feb-96,552.25,360.1
01-Mar-96,552.5,361.75
04-Mar-96,549.25,359.2
05-Mar-96,535,350.15
06-Mar-96,536,350.45
07-Mar-96,537.25,351.95
08-Mar-96,543,355.15
11-Mar-96,548.75,360.25
12-Mar-96,549.75,361.4
13-Mar-96,557.5,365.95
14-Mar-96,558.6,366.3
15-Mar-96,557,364.95
18-Mar-96,555,362.75
19-Mar-96,554.75,362.6
20-Mar-96,550.25,357.75
21-Mar-96,556.5,361.85
22-Mar-96,560.25,365.1
25-Mar-96,563,369.3
26-Mar-96,564,369.65
27-Mar-96,568.75,373.95
28-Mar-96,563.9,370.75
29-Mar-96,551.75,361.55
01-Apr-96,551.75,361.45
02-Apr-96,552.75,362
03-Apr-96,551,360.95
04-Apr-96,552.5,361.9
09-Apr-96,554.5,363
10-Apr-96,546.25,359.05
11-Apr-96,553.2,365.6
12-Apr-96,553.7,366
15-Apr-96,549.75,364.5
16-Apr-96,547,362.3
17-Apr-96,531.15,352.55
18-Apr-96,533.35,353.2
19-Apr-96,525.4,345.75
22-Apr-96,528.5,349.2
23-Apr-96,532.75,352.25
24-Apr-96,531.75,351.2
25-Apr-96,532,352.1
26-Apr-96,536.95,355.95
29-Apr-96,529,349.3
30-Apr-96,527.75,349.7
01-May-96,532.5,355.85
02-May-96,538.5,359.85
03-May-96,541,360.05
07-May-96,545.75,361.5
08-May-96,548.25,362.55
09-May-96,543.25,356.95
10-May-96,542,354.7
13-May-96,537.5,354.15
14-May-96,536.25,353.75
15-May-96,540,355.95
16-May-96,537.5,354.9
17-May-96,536.35,354.25
20-May-96,529,349.65
21-May-96,528.5,349.5
22-May-96,529.25,350.25
23-May-96,533.6,353.15
24-May-96,531.1,351
28-May-96,534,353.15
29-May-96,536.75,353.95
30-May-96,533.75,347.6
31-May-96,533.5,346.65
03-Jun-96,538.35,348.2
04-Jun-96,536.15,345.95
05-Jun-96,520.5,336.7
06-Jun-96,515.5,334
07-Jun-96,520,335.7
10-Jun-96,520,338.9
11-Jun-96,517,336.4
12-Jun-96,512.25,333.35
13-Jun-96,511.25,333.35
14-Jun-96,497.75,323.65
17-Jun-96,516.6,334.45
18-Jun-96,518,334.9
19-Jun-96,521.1,337.4
20-Jun-96,511.15,331.7
21-Jun-96,510.85,331.95
24-Jun-96,510.6,331.6
25-Jun-96,517.75,336.1
26-Jun-96,514.75,334.05
27-Jun-96,510.5,330.95
28-Jun-96,502.6,324.35
01-Jul-96,504.75,324.7
02-Jul-96,506.75,325.55
03-Jul-96,513.75,329.85
04-Jul-96,507.5,324.9
05-Jul-96,507.4,325.9
08-Jul-96,512,329.7
09-Jul-96,507.5,327
10-Jul-96,512,330.3
11-Jul-96,509.75,327.9
12-Jul-96,513.35,330.55
15-Jul-96,513.5,331.1
16-Jul-96,515.15,330.95
17-Jul-96,499.5,321.45
18-Jul-96,500,323.85
19-Jul-96,501.5,324.3
22-Jul-96,497.25,321.05
23-Jul-96,503,323.7
24-Jul-96,498.25,320.2
25-Jul-96,498.65,320.55
26-Jul-96,498.75,320.4
29-Jul-96,508.75,326.35
30-Jul-96,506.85,325.35
31-Jul-96,511.25,327.95
01-Aug-96,515,330.9
02-Aug-96,512.5,331.95
05-Aug-96,510.25,330.15
06-Aug-96,507,329.1
07-Aug-96,505,327.3
08-Aug-96,504,326.55
09-Aug-96,512,329.95
12-Aug-96,504.5,325.3
13-Aug-96,507.55,327.65
14-Aug-96,508.75,328.45
15-Aug-96,504.1,325.45
16-Aug-96,508.25,327.75
19-Aug-96,508.25,328.65
20-Aug-96,520.25,336.75
21-Aug-96,520.75,336.2
22-Aug-96,518.75,334.8
23-Aug-96,521.25,335.4
27-Aug-96,525.5,336.85
28-Aug-96,521.15,334.6
29-Aug-96,518,332.35
30-Aug-96,519.5,333.55
02-Sep-96,518.25,331.55
03-Sep-96,519.75,332.95
04-Sep-96,515.25,329
05-Sep-96,519.75,331.25
06-Sep-96,514,328.2
09-Sep-96,511.75,327.8
10-Sep-96,508.5,327.1
11-Sep-96,509,327.45
12-Sep-96,508.25,326.7
13-Sep-96,504.6,324.4
16-Sep-96,504.5,325.2
17-Sep-96,506.15,325.3
18-Sep-96,504.6,323.65
19-Sep-96,505.8,324.25
20-Sep-96,494.5,318.35
23-Sep-96,487.5,313.6
24-Sep-96,491,315.15
25-Sep-96,493.5,315.75
26-Sep-96,487.25,312.15
27-Sep-96,484.75,310.45
30-Sep-96,488.1,312.3
01-Oct-96,484.75,309.8
02-Oct-96,491.25,313.8
03-Oct-96,491.25,313.7
04-Oct-96,489.85,312.8
07-Oct-96,486,310.6
08-Oct-96,489.25,313
09-Oct-96,488,311.65
10-Oct-96,497.5,317.7
11-Oct-96,503.25,319.4
14-Oct-96,504,319.05
15-Oct-96,502,317.05
16-Oct-96,501.75,316.55
17-Oct-96,497.5,313.25
18-Oct-96,488.75,307.75
21-Oct-96,489.75,307.2
22-Oct-96,495.25,310.5
23-Oct-96,498.25,311.85
24-Oct-96,498.4,312.85
25-Oct-96,490.25,307.15
28-Oct-96,491.85,304.85
29-Oct-96,489.5,304.45
30-Oct-96,482.6,297
31-Oct-96,482.5,296.1
01-Nov-96,480.1,292.4
04-Nov-96,481.4,294.05
05-Nov-96,483.2,292.4
06-Nov-96,479,291.2
07-Nov-96,474.25,289
08-Nov-96,482.75,293
11-Nov-96,483.5,293.35
12-Nov-96,490.5,297.1
13-Nov-96,490,296.3
14-Nov-96,489.25,293.75
15-Nov-96,484.5,290.8
18-Nov-96,490.75,294.3
19-Nov-96,487.4,291.25
20-Nov-96,489.9,291.8
21-Nov-96,493,292.95
22-Nov-96,486,288.25
25-Nov-96,483.5,287.3
26-Nov-96,476.1,285.55
27-Nov-96,474,282.5
28-Nov-96,472.75,281.65
29-Nov-96,474.25,281.8
02-Dec-96,473.3,280.75
03-Dec-96,471,281.85
04-Dec-96,482.5,292.15
05-Dec-96,475.4,293.35
06-Dec-96,488.75,297.25
09-Dec-96,476.5,290.15
10-Dec-96,481.35,291.75
11-Dec-96,486.5,293.8
12-Dec-96,483,292.2
13-Dec-96,483.25,291.3
16-Dec-96,481,289.95
17-Dec-96,480.5,288.4
18-Dec-96,485,289.55
19-Dec-96,486.35,291.65
20-Dec-96,487.5,292.6
23-Dec-96,482.5,288.05
24-Dec-96,484.5,289.35
27-Dec-96,488.35,289.9
30-Dec-96,488,289.1
31-Dec-96,479.75,282.2






1997,DAILY,SILVER
 ,US¢,GBP
02-Jan-97,477,280
03-Jan-97,470.3,277.45
06-Jan-97,466.5,276.05
07-Jan-97,468.25,276.4
08-Jan-97,465.5,275.85
09-Jan-97,466.25,275.4
10-Jan-97,475,282.15
13-Jan-97,476,284.25
14-Jan-97,469.25,280.5
15-Jan-97,465.4,278.05
16-Jan-97,467.75,278.8
17-Jan-97,474.9,283.8
20-Jan-97,474.5,285.65
21-Jan-97,473,284.3
22-Jan-97,469.75,283.4
23-Jan-97,473,289.05
24-Jan-97,497.25,305.15
27-Jan-97,494.1,304.75
28-Jan-97,503,313
29-Jan-97,491.75,303.8
30-Jan-97,487.75,301.1
31-Jan-97,495.75,308.9
03-Feb-97,487.9,304.25
04-Feb-97,490.5,302.2
05-Feb-97,485.5,298.45
06-Feb-97,487.5,297.25
07-Feb-97,480,294.65
10-Feb-97,491.75,300.95
11-Feb-97,493.5,300.95
12-Feb-97,482,294.35
13-Feb-97,512.25,313.8
14-Feb-97,514.25,316.95
17-Feb-97,521.75,321.85
18-Feb-97,523.15,326.3
19-Feb-97,520.25,321.65
20-Feb-97,516.5,320.85
21-Feb-97,524,323.25
24-Feb-97,521.5,320.55
25-Feb-97,518.65,316.75
26-Feb-97,522.9,319.45
27-Feb-97,525.25,322.55
28-Feb-97,525.25,322.05
03-Mar-97,530.75,327.2
04-Mar-97,528.25,326.4
05-Mar-97,521.4,323.65
06-Mar-97,518.5,321.95
07-Mar-97,517.5,322.25
10-Mar-97,513.75,321.5
11-Mar-97,525,327.05
12-Mar-97,522.75,328.3
13-Mar-97,523,326.25
14-Mar-97,527.25,329.8
17-Mar-97,525.5,330.1
18-Mar-97,521,328.25
19-Mar-97,516.9,323.95
20-Mar-97,524,328.35
21-Mar-97,518.6,323.85
24-Mar-97,512.85,318.35
25-Mar-97,516.75,319.65
26-Mar-97,509.25,314.25
27-Mar-97,513,314.8
01-Apr-97,503.5,306.45
02-Apr-97,497.6,302.8
03-Apr-97,486.15,296.25
04-Apr-97,474.25,289.9
07-Apr-97,476.25,292.7
08-Apr-97,483.25,297.95
09-Apr-97,477,293.65
10-Apr-97,477.25,293.9
11-Apr-97,479.25,294.85
14-Apr-97,472.5,291.05
15-Apr-97,472,289.9
16-Apr-97,472.75,291.45
17-Apr-97,483.5,297
18-Apr-97,472.5,289.25
21-Apr-97,475,290.8
22-Apr-97,476.25,290.95
23-Apr-97,472.25,289
24-Apr-97,471.25,290.8
25-Apr-97,474.25,292.2
28-Apr-97,472.4,290.9
29-Apr-97,464.25,286.05
30-Apr-97,466.25,286.1
01-May-97,467.5,288
02-May-97,473.5,293.9
06-May-97,475.2,290.9
07-May-97,472.1,288.15
08-May-97,475.25,292.9
09-May-97,483.25,297.85
12-May-97,486,300.65
13-May-97,482.5,297
14-May-97,487.35,298.05
15-May-97,483.5,294.45
16-May-97,483.75,294.95
19-May-97,468,285.8
20-May-97,471.75,286.6
21-May-97,467.2,282.35
22-May-97,467.5,284.8
23-May-97,465.75,285.75
27-May-97,474.75,290.9
28-May-97,476,291.15
29-May-97,472.25,288.2
30-May-97,485.7,296.3
02-Jun-97,473.25,289.25
03-Jun-97,474.5,289.9
04-Jun-97,472.5,290.1
05-Jun-97,473.25,290.25
06-Jun-97,490,301
09-Jun-97,481.35,293.85
10-Jun-97,475.9,290.55
11-Jun-97,477,291.5
12-Jun-97,474.5,290.6
13-Jun-97,471,288.6
16-Jun-97,470.5,287.5
17-Jun-97,472,287.9
18-Jun-97,479.75,292.7
19-Jun-97,472.5,287.75
20-Jun-97,475,288.3
23-Jun-97,472.25,284.6
24-Jun-97,480,287.5
25-Jun-97,477.25,286.25
26-Jun-97,477,286.15
27-Jun-97,475,284.7
30-Jun-97,471.5,283.35
01-Jul-97,464.5,279.15
02-Jul-97,464.5,279.8
03-Jul-97,465.4,277.7
04-Jul-97,454.75,269.85
07-Jul-97,447.35,265.9
08-Jul-97,425,250.9
09-Jul-97,427.75,253.7
10-Jul-97,434.5,257.05
11-Jul-97,435.9,257.1
14-Jul-97,434.25,257.45
15-Jul-97,427.75,253.8
16-Jul-97,431.75,257.25
17-Jul-97,422.35,253.3
18-Jul-97,426.5,255.25
21-Jul-97,432,257.85
22-Jul-97,428,255.75
23-Jul-97,429.5,255.25
24-Jul-97,428.25,255.5
25-Jul-97,431.25,258.7
28-Jul-97,434.5,263.1
29-Jul-97,436.25,266.9
30-Jul-97,436.35,268.35
31-Jul-97,438.25,267.8
01-Aug-97,447.4,273.05
04-Aug-97,446,274.05
05-Aug-97,450.75,277.1
06-Aug-97,434,271.65
07-Aug-97,432.5,271.1
08-Aug-97,438.25,278.6
11-Aug-97,439.25,275.65
12-Aug-97,443.15,279.35
13-Aug-97,446,283.25
14-Aug-97,447.9,282.6
15-Aug-97,441,276.05
18-Aug-97,452.5,281.6
19-Aug-97,451.35,280.85
20-Aug-97,451,282.4
21-Aug-97,451.75,283.6
22-Aug-97,449.75,281.25
