"Index" "SPY.Open" "SPY.High" "SPY.Low" "SPY.Close" "SPY.Volume" "SPY.Adjusted"
1993-01-29 31.016171910424 31.016171910424 30.8609852417796 30.9950100919724 1422184.01830483 31
1993-02-01 31.016171910424 31.2136822159713 31.016171910424 31.2136822159713 681179.645928497 31.21
1993-02-02 31.1925203975198 31.3053834292612 31.1290349421653 31.2771676713259 285372.451041429 31.28
1993-02-03 31.3265452477127 31.6298646455176 31.3053834292612 31.6087028270661 750502.610935581 31.61
1993-02-04 31.7215658588075 31.8062131326135 31.3688688846157 31.742727677259 753479.670782511 31.74
1993-02-05 31.7215658588075 31.785051314162 31.5452173717116 31.7215658588075 697624.35746392 31.72
1993-02-08 31.7215658588075 31.8344288905489 31.6792422219045 31.7215658588075 845059.702264261 31.72
1993-02-09 31.6087028270661 31.6087028270661 31.4323543399702 31.5028937348086 173094.765385785 31.5
1993-02-10 31.5028937348086 31.5663791901631 31.4111925215187 31.5452173717116 538139.008521244 31.55
1993-02-11 31.5875410086146 31.8344288905489 31.5875410086146 31.700404040356 27644.1271500639 31.7
1993-02-12 31.658080403453 31.658080403453 31.4535161584217 31.4535161584217 60250.0207116777 31.45
1993-02-16 31.3688688846157 31.3688688846157 30.6211512993292 30.6634749362322 531334.30029969 30.66
1993-02-17 30.6634749362322 30.7057985731352 30.5294500860393 30.6423131177807 298981.867484537 30.64
1993-02-18 30.9950100919724 30.9950100919724 30.1979149302991 30.6211512993292 536012.537202008 30.62
1993-02-19 30.6211512993292 30.7269603915867 30.5717737229423 30.7269603915867 49475.8993608836 30.73
1993-02-22 30.8186616048766 30.8821470602311 30.7269603915867 30.8398234233281 728103.779706298 30.84
1993-02-23 30.9244706971341 30.9526864550694 30.6634749362322 30.8186616048766 529774.887998917 30.82
1993-02-24 30.8398234233281 31.2136822159713 30.8398234233281 31.2136822159713 37284.1304639323 31.21
1993-02-25 31.1925203975198 31.3053834292612 31.1290349421653 31.2771676713259 63085.315803992 31.28
1993-02-26 31.3477070661642 31.3477070661642 31.1713585790683 31.3265452477127 93848.2675556015 31.33
1993-03-01 31.4323543399702 31.4323543399702 31.1925203975198 31.2348440344228 94273.5618194487 31.23
1993-03-02 31.2560058528744 31.700404040356 31.2136822159713 31.700404040356 258578.912419059 31.7
1993-03-03 31.742727677259 31.8555907090004 31.700404040356 31.8344288905489 397083.07767861 31.83
1993-03-04 31.8767525274519 31.8767525274519 31.658080403453 31.658080403453 126879.455381062 31.66
1993-03-05 31.700404040356 31.8344288905489 31.5452173717116 31.5663791901631 56705.9018462849 31.57
1993-03-08 31.6298646455176 32.2717731385466 31.6298646455176 32.2717731385466 72016.4953447818 32.27
1993-03-09 32.2082876831921 32.2294495016436 32.0954246514508 32.1589101068053 240007.729564401 32.16
1993-03-10 32.1589101068053 32.2294495016436 32.0319391960962 32.2294495016436 275590.682972945 32.23
1993-03-11 32.2506113200951 32.3352585939012 32.0954246514508 32.1377482883538 100511.21102254 32.14
1993-03-12 31.8767525274519 31.8979143459034 31.6087028270661 31.8062131326135 912397.960706724 31.81
1993-03-15 31.785051314162 31.9613998012579 31.785051314162 31.9613998012579 440604.857345634 31.96
1993-03-16 31.9613998012579 32.0531010145477 31.9613998012579 31.9613998012579 43663.5444216394 31.96
1993-03-17 31.9190761643549 31.9190761643549 31.7215658588075 31.7638894957105 30904.7165062253 31.76
1993-03-18 31.8979143459034 32.0954246514508 31.8979143459034 31.9613998012579 84066.4994871174 31.96
1993-03-19 32.1795784804429 32.1795784804429 32.0019085462531 32.0019085462531 94135.2293300241 32
1993-03-22 31.6892094620792 31.8953065857393 31.6678890699765 31.8242386120634 258062.796100545 31.82
1993-03-23 31.9166269778421 31.9379473699448 31.8455590041662 31.8953065857393 77672.1174741006 31.9
1993-03-24 31.8455590041662 32.0232289383559 31.6892094620792 31.8953065857393 52344.2530803722 31.9
1993-03-25 31.9166269778421 32.1582580883401 31.866879396269 32.0942969120318 154922.103874972 32.09
1993-03-26 32.072976519929 32.0942969120318 31.8953065857393 31.9166269778421 142821.01310908 31.92
1993-03-29 31.9379473699448 32.2008988725456 31.9379473699448 32.0445493304587 122558.721594097 32.04
1993-03-30 32.0942969120318 32.1369376962373 32.0445493304587 32.1369376962373 78797.8003360441 32.14
1993-03-31 32.2222192646484 32.3146076304271 32.1156173041346 32.1156173041346 157032.759241117 32.12
1993-04-01 32.1582580883401 32.1582580883401 31.9379473699448 32.0019085462531 182219.913277102 32
1993-04-02 31.7389570436524 31.7389570436524 31.3338695936998 31.3338695936998 83581.952499304 31.33
1993-04-05 31.5826075015654 31.5826075015654 31.4049375673757 31.4902191357867 242303.236033336 31.49
1993-04-06 31.5612871094626 31.5612871094626 31.312549201597 31.4049375673757 182501.333992588 31.4
1993-04-07 31.4475783515812 31.5115395278895 31.3836171752729 31.5115395278895 39398.9001680221 31.51
1993-04-08 31.6465686778737 31.6465686778737 31.3338695936998 31.468898743684 254404.326799228 31.47
1993-04-12 31.7815978278579 31.9379473699448 31.7389570436524 31.9166269778421 490375.596734132 31.92
1993-04-13 31.8953065857393 32.0942969120318 31.866879396269 31.9805881541504 205577.832662429 31.98
1993-04-14 32.0019085462531 32.0232289383559 31.9166269778421 31.9379473699448 168289.587860551 31.94
1993-04-15 31.9166269778421 32.0019085462531 31.8029182199607 31.9379473699448 209095.591606003 31.94
1993-04-16 31.9592677620476 32.0019085462531 31.8953065857393 31.9379473699448 67400.2613588663 31.94
1993-04-19 31.9379473699448 32.0232289383559 31.7815978278579 31.8029182199607 220915.261656409 31.8
1993-04-20 31.7602774357551 31.8029182199607 31.4475783515812 31.6465686778737 393285.449891506 31.65
1993-04-21 31.7176366515496 31.7176366515496 31.5399667173599 31.6252482857709 95542.3329074535 31.63
1993-04-22 31.4902191357867 31.7602774357551 31.2272676331859 31.2272676331859 137474.019514848 31.23
1993-04-23 31.1561996595101 31.2485880252887 31.0495976989962 31.0922384832018 149152.979207512 31.09
1993-04-26 31.1135588753045 31.2272676331859 30.7582190069251 30.8506073727037 88084.6839470779 30.85
