1981,DAILY,SILVER
16-Jul-84,759.5,574.05
17-Jul-84,745.8,562.85
18-Jul-84,743,564.95
19-Jul-84,756.6,573.85
20-Jul-84,739,558.15
23-Jul-84,719.6,544.95
24-Jul-84,715.3,542.3
25-Jul-84,719.8,543.75
26-Jul-84,724.3,543.05
27-Jul-84,698.5,531.6
30-Jul-84,691.8,529.1
31-Jul-84,711,544.6
01-Aug-84,701.5,538.8
02-Aug-84,734.5,561.75
03-Aug-84,754,570.55
06-Aug-84,770,580.05
07-Aug-84,735.5,562.95
08-Aug-84,753.8,576.95
09-Aug-84,748,570.75
10-Aug-84,788.5,597.6
13-Aug-84,758.6,580.2
14-Aug-84,787.1,597.85
15-Aug-84,792.1,599.55
16-Aug-84,789.2,595.4
17-Aug-84,785.1,594.1
20-Aug-84,778.5,590
21-Aug-84,748.3,569.9
22-Aug-84,750,571.65
23-Aug-84,765,584.4
24-Aug-84,759,578.95
28-Aug-84,761,582
29-Aug-84,761,580.9
30-Aug-84,756.5,576.6
31-Aug-84,744.5,568.3
03-Sep-84,731.5,560.75
04-Sep-84,720.9,556.05
05-Sep-84,711,553.75
06-Sep-84,717.8,559.7
07-Sep-84,716,559.9
10-Sep-84,715.8,561.2
11-Sep-84,719,563.8
12-Sep-84,718.7,561.5
13-Sep-84,708.5,557.4
14-Sep-84,717.7,565.8
17-Sep-84,710.1,567.4
18-Sep-84,697.9,572.3
19-Sep-84,712.5,574.6
20-Sep-84,712,575.35
21-Sep-84,714.2,588.3
24-Sep-84,765.2,612.65
25-Sep-84,752.5,609.8
26-Sep-84,758.2,618.1
27-Sep-84,744,598.05
28-Sep-84,743.5,596
01-Oct-84,745.3,603.25
02-Oct-84,750.7,604.2
03-Oct-84,761,608.9
04-Oct-84,758,610.65
05-Oct-84,757.3,608.8
08-Oct-84,728,587.2
09-Oct-84,724,587.2
10-Oct-84,710.5,579.5
11-Oct-84,711.5,580.8
12-Oct-84,712.6,580.3
15-Oct-84,721.5,594.3
16-Oct-84,726.6,603.75
17-Oct-84,727.8,603.25
18-Oct-84,715.5,604.8
19-Oct-84,721,603.35
22-Oct-84,718.3,601.35
23-Oct-84,725.5,601.8
24-Oct-84,732.5,601.4
25-Oct-84,730.5,596.6
26-Oct-84,726.2,594.5
29-Oct-84,720.5,595.85
30-Oct-84,719.5,594.6
31-Oct-84,719.5,590.5
01-Nov-84,717.6,587.7
02-Nov-84,741.5,592.5
05-Nov-84,750.4,593.65
06-Nov-84,757.3,600.3
07-Nov-84,785,615.45
08-Nov-84,769,605.5
09-Nov-84,761.5,607.75
12-Nov-84,767,606.55
13-Nov-84,782.8,612.5
14-Nov-84,765.7,603.4
15-Nov-84,759.5,601.1
16-Nov-84,760.8,603.35
19-Nov-84,753.2,600.4
20-Nov-84,748,599.6
21-Nov-84,751.2,609.85
22-Nov-84,757.6,614.2
23-Nov-84,752.3,615.1
26-Nov-84,745,618.75
27-Nov-84,737.5,610.5
28-Nov-84,712.8,595.25
29-Nov-84,712.3,592.1
30-Nov-84,705.1,587.1
03-Dec-84,699.8,587.1
04-Dec-84,706.8,588.25
05-Dec-84,709.6,585.25
06-Dec-84,707.6,587.95
07-Dec-84,698.7,579.35
10-Dec-84,685,568.95
11-Dec-84,683.3,568
12-Dec-84,678.9,566.7
13-Dec-84,682,569.6
14-Dec-84,667.5,560.9
17-Dec-84,656.5,550.5
18-Dec-84,632,534.5
19-Dec-84,638.8,543.65
20-Dec-84,622,533.2
21-Dec-84,641,547.85
27-Dec-84,628,536.75
28-Dec-84,638.5,547.6
31-Dec-84,628.8,542.55







1985,DAILY,SILVER
 ,US¢,GBP
02-Jan-85,625,546.55
03-Jan-85,601.7,523.65
04-Jan-85,608.7,527.9
07-Jan-85,583,509.85
08-Jan-85,607.5,525.95
09-Jan-85,587.8,514.7
10-Jan-85,609,534.45
11-Jan-85,611,540
14-Jan-85,600.4,531.1
15-Jan-85,598.9,536.4
16-Jan-85,601.5,535.85
17-Jan-85,618,551.45
18-Jan-85,625.9,557.6
21-Jan-85,620.55,550.85
22-Jan-85,625,554.8
23-Jan-85,604.5,540.85
24-Jan-85,599,537.7
25-Jan-85,594.6,530.9
28-Jan-85,594.55,534.2
29-Jan-85,623.9,558.05
30-Jan-85,616.7,549.15
31-Jan-85,633,561.15
01-Feb-85,629.5,558.8
04-Feb-85,613.9,549.25
05-Feb-85,614.5,552.85
06-Feb-85,620,557.05
07-Feb-85,615.1,550.65
08-Feb-85,613.5,549.5
11-Feb-85,608,550
12-Feb-85,621.7,567.75
13-Feb-85,620.6,570.4
14-Feb-85,629.7,576.9
15-Feb-85,632,573
18-Feb-85,627,569.2
19-Feb-85,621.8,569.95
20-Feb-85,623,570
21-Feb-85,616.6,567
22-Feb-85,600,557.1
25-Feb-85,545,513.65
26-Feb-85,558,535.25
27-Feb-85,577.1,527.05
28-Feb-85,571.5,523.35
01-Mar-85,560.5,523.6
04-Mar-85,564,526.35
05-Mar-85,566.1,533.65
06-Mar-85,562.2,532.4
07-Mar-85,568,532.85
08-Mar-85,567.5,534.35
11-Mar-85,564.25,521
12-Mar-85,551.6,508.6
13-Mar-85,557,513.35
14-Mar-85,565.65,523.5
15-Mar-85,563.5,523.45
18-Mar-85,571,521
19-Mar-85,604.2,530.25
20-Mar-85,646,565.1
21-Mar-85,610.9,528.45
22-Mar-85,639,542
25-Mar-85,630.5,536.35
26-Mar-85,626.5,532.95
27-Mar-85,658.9,544.55
28-Mar-85,656.5,533.3
29-Mar-85,666,537.1
01-Apr-85,652,529.65
02-Apr-85,642,530.55
03-Apr-85,649.7,529.3
04-Apr-85,639,528.95
09-Apr-85,662.8,550.05
10-Apr-85,663.5,548.8
11-Apr-85,667.8,542.05
12-Apr-85,666.5,531.9
15-Apr-85,675,526.3
16-Apr-85,663.5,517.15
17-Apr-85,645.1,502.2
18-Apr-85,643.8,507.35
19-Apr-85,640.15,495.45
22-Apr-85,644.1,499.9
23-Apr-85,635.6,499.9
24-Apr-85,612.35,498.05
25-Apr-85,618.5,508.85
26-Apr-85,624,520.85
29-Apr-85,624.2,507.9
30-Apr-85,632.2,508
01-May-85,615,498.8
02-May-85,615,505.15
03-May-85,616,508.65
07-May-85,614.5,509.1
08-May-85,625.1,516.8
09-May-85,635,515.4
10-May-85,629.2,510.3
13-May-85,635.5,506.75
14-May-85,653.5,515.8
15-May-85,649.1,513.95
16-May-85,648.5,517.15
17-May-85,645,510.9
20-May-85,655.75,509.1
21-May-85,621.5,486.5
22-May-85,620,488.4
23-May-85,615.5,489.45
24-May-85,614.7,486.7
28-May-85,610,487.2
29-May-85,600.1,477.8
30-May-85,615.9,482.3
31-May-85,608.5,477.8
03-Jun-85,620.9,478.9
04-Jun-85,610.8,474.6
05-Jun-85,606,478.5
06-Jun-85,611.9,481.55
07-Jun-85,610.3,479.25
10-Jun-85,608.4,482.1
11-Jun-85,613.75,485.95
12-Jun-85,614.3,485.8
13-Jun-85,616,487.75
14-Jun-85,623.7,488.4
17-Jun-85,621,487.45
18-Jun-85,630.4,489.65
19-Jun-85,642,488.95
20-Jun-85,628.9,484.5
21-Jun-85,611.3,479.45
24-Jun-85,610.9,474.85
25-Jun-85,614.8,477.35
26-Jun-85,612,475.35
27-Jun-85,613,472.8
28-Jun-85,611,471.65
01-Jul-85,609.5,463.15
02-Jul-85,593.85,456.45
03-Jul-85,588.75,451
04-Jul-85,592,449.85
05-Jul-85,590.7,448
08-Jul-85,593.1,445.1
09-Jul-85,604.6,445.55
10-Jul-85,604.5,434.25
11-Jul-85,598.5,435.9
12-Jul-85,604,436.4
15-Jul-85,608,436.15
16-Jul-85,610,438.55
17-Jul-85,624.5,440.55
18-Jul-85,620.8,439.05
19-Jul-85,612.25,436.55
22-Jul-85,612.5,439.4
23-Jul-85,615.8,434.75
24-Jul-85,609.2,433.15
25-Jul-85,609.8,432.95
26-Jul-85,607.5,431.75
29-Jul-85,623.4,437.45
30-Jul-85,625.5,439.4
31-Jul-85,633.5,443.65
01-Aug-85,625,445.3
02-Aug-85,613,448.6
05-Aug-85,618.2,449.1
06-Aug-85,613.8,453.65
07-Aug-85,611,454.95
08-Aug-85,614.6,452.75
09-Aug-85,612.5,452.05
12-Aug-85,627,454.5
13-Aug-85,633,452.6
14-Aug-85,626,452.3
15-Aug-85,630.3,451.2
16-Aug-85,634.75,453.05
19-Aug-85,638.7,456.2
20-Aug-85,626,447.15
21-Aug-85,624.5,450.25
22-Aug-85,630,449.05
23-Aug-85,621.5,443
27-Aug-85,630.35,452.2
28-Aug-85,639.75,456.15
29-Aug-85,630,448.7
30-Aug-85,624.7,446.55
02-Sep-85,622.3,449
03-Sep-85,619.25,451
04-Sep-85,609.8,442.85
05-Sep-85,608,441.55
06-Sep-85,600.2,448.6
09-Sep-85,606,464.55
10-Sep-85,602.85,459.85
11-Sep-85,604.5,459
12-Sep-85,597.5,459.25
13-Sep-85,605.25,453.55
16-Sep-85,599.65,450.85
17-Sep-85,600.65,446.75
18-Sep-85,588.6,441
19-Sep-85,593.2,444.35
20-Sep-85,600,443.15
23-Sep-85,616.5,429.6
24-Sep-85,617.25,430
25-Sep-85,614,430.55
26-Sep-85,615.7,427.3
27-Sep-85,606.2,430.7
30-Sep-85,605.4,431.35
01-Oct-85,600,426.75
02-Oct-85,603.7,425.45
03-Oct-85,608.7,429.85
04-Oct-85,636,443.8
07-Oct-85,625,440.6
08-Oct-85,626,442.1
09-Oct-85,628.3,443.1
10-Oct-85,623,440.45
11-Oct-85,622.2,440.5
14-Oct-85,622.2,440.4
15-Oct-85,625.7,442.8
16-Oct-85,622.5,440.7
17-Oct-85,612.6,433.25
18-Oct-85,615.7,431.75
21-Oct-85,616.35,429.8
22-Oct-85,613,427.55
23-Oct-85,620.5,432.7
24-Oct-85,617.2,432.05
25-Oct-85,616.2,432.4
28-Oct-85,615.5,432.25
29-Oct-85,617.5,430.9
30-Oct-85,613.5,425.3
31-Oct-85,614.5,425.55
01-Nov-85,606.8,421.4
04-Nov-85,607.85,421.1
05-Nov-85,607.1,422.55
06-Nov-85,607.5,423.05
07-Nov-85,606,422.75
08-Nov-85,604,426.25
11-Nov-85,607.75,428
12-Nov-85,608.3,429.9
13-Nov-85,612.5,430.75
14-Nov-85,614.95,431.25
15-Nov-85,611.5,428.85
18-Nov-85,609,427.65
19-Nov-85,609.1,426.05
20-Nov-85,617.4,428.9
21-Nov-85,617,427.45
22-Nov-85,615.25,425.35
25-Nov-85,625,426.45
26-Nov-85,624.6,428.25
27-Nov-85,621.3,422.8
28-Nov-85,613.5,416.35
29-Nov-85,615,415
02-Dec-85,610.2,407.2
03-Dec-85,607.5,410.45
04-Dec-85,608,409.15
05-Dec-85,605.8,410
06-Dec-85,605.6,410
09-Dec-85,598.5,409.35
10-Dec-85,581,403.6
11-Dec-85,579.5,405.4
12-Dec-85,577.5,402.45
13-Dec-85,587.35,406.9
16-Dec-85,584.25,406.3
17-Dec-85,590.25,410.6
18-Dec-85,576,404.65
19-Dec-85,582,409.55
20-Dec-85,582.75,409.4
23-Dec-85,585.75,409.6
24-Dec-85,578,404.9
27-Dec-85,577.75,402.9
30-Dec-85,586.7,407.85
31-Dec-85,580,401.1





1986,DAILY,SILVER
 ,US¢,GBP
02-Jan-86,581,400.4
03-Jan-86,574.5,397.45
06-Jan-86,579,404.05
07-Jan-86,584.5,404.8
08-Jan-86,589.5,407.4
09-Jan-86,590.65,409.2
10-Jan-86,611,420.95
13-Jan-86,605.7,422.65
14-Jan-86,600.65,418
15-Jan-86,610.2,424.05
16-Jan-86,631,437.45
17-Jan-86,618.75,430.75
20-Jan-86,609.45,427.1
21-Jan-86,619.4,436.95
22-Jan-86,614.2,436.7
23-Jan-86,611,439.9
24-Jan-86,619.75,444.1
27-Jan-86,625.5,452.1
28-Jan-86,614,434.6
29-Jan-86,614.55,439.25
30-Jan-86,617,439.7
31-Jan-86,610.3,431.9
03-Feb-86,603.5,434.5
04-Feb-86,585.5,426.9
05-Feb-86,588,424.1
06-Feb-86,590,424
07-Feb-86,587.75,418.5
10-Feb-86,593.4,422.65
11-Feb-86,585.4,415.9
12-Feb-86,590.1,416.45
13-Feb-86,585.5,413.8
14-Feb-86,579,408.05
17-Feb-86,586,412.95
18-Feb-86,587.1,410.1
19-Feb-86,598.55,413.95
20-Feb-86,590.25,404.55
21-Feb-86,588,406.9
24-Feb-86,591,404.25
25-Feb-86,604.6,405.35
26-Feb-86,588.6,395.55
27-Feb-86,569,381.75
28-Feb-86,566.7,386.15
03-Mar-86,565,393.2
04-Mar-86,556.7,384.45
05-Mar-86,569.8,388.7
06-Mar-86,558.5,384.25
07-Mar-86,560.7,386.9
10-Mar-86,554.9,382.7
11-Mar-86,561,385.7
12-Mar-86,567,383.6
13-Mar-86,578.9,397.6
14-Mar-86,570.6,388.8
17-Mar-86,565.9,387.5
18-Mar-86,575.2,392.25
19-Mar-86,569.1,385.55
20-Mar-86,571.3,382.15
21-Mar-86,574.25,382.55
24-Mar-86,570.1,381.35
25-Mar-86,572.65,390.75
26-Mar-86,557,381.1
27-Mar-86,561.75,378
01-Apr-86,518.5,354.15
02-Apr-86,510.2,347.65
03-Apr-86,517.5,353.25
04-Apr-86,510.75,351.5
07-Apr-86,524.4,360.15
08-Apr-86,533,361.85
09-Apr-86,532.6,364.55
10-Apr-86,532.1,363.85
11-Apr-86,541,366.15
14-Apr-86,547.65,370.8
15-Apr-86,537,363.25
16-Apr-86,537.6,359
17-Apr-86,540,357.25
18-Apr-86,521,343
21-Apr-86,516.1,341.1
22-Apr-86,512.5,336.7
23-Apr-86,512.1,335.35
24-Apr-86,510.6,331.75
25-Apr-86,507.15,331.05
28-Apr-86,509.6,330
29-Apr-86,502.5,324.4
30-Apr-86,510.75,330.5
01-May-86,511,332.25
02-May-86,512.15,335.85
06-May-86,514.5,336.4
07-May-86,516.1,336.2
08-May-86,523,337.1
09-May-86,521.2,338.35
12-May-86,522.1,337.5
13-May-86,515.75,333.7
14-May-86,508.35,330.65
15-May-86,506,328.35
16-May-86,506.15,332.1
19-May-86,505,332.1
20-May-86,485.3,317.7
21-May-86,492.1,324.8
22-May-86,492.85,327.7
23-May-86,500.2,335.15
27-May-86,509.2,341.15
28-May-86,511.5,340.3
29-May-86,509,339.05
30-May-86,520.5,351.1
02-Jun-86,520.5,353.7
03-Jun-86,512.35,343.85
04-Jun-86,510.2,342.55
05-Jun-86,514.65,345.85
06-Jun-86,514.5,341.75
09-Jun-86,514.6,343.85
10-Jun-86,528.75,351.45
11-Jun-86,532.75,348.45
12-Jun-86,542.5,355.95
13-Jun-86,529.75,349.8
16-Jun-86,525.6,344.3
17-Jun-86,507.5,336.2
18-Jun-86,509.1,337.7
19-Jun-86,506.6,336.4
20-Jun-86,509.85,339.35
23-Jun-86,510.5,342.95
24-Jun-86,505.65,334.35
25-Jun-86,511.05,337.2
26-Jun-86,507.5,335.2
27-Jun-86,504,331.45
30-Jun-86,504.5,329.3
01-Jul-86,509.5,330.4
02-Jul-86,510.5,331.05
03-Jul-86,506.6,327.55
04-Jul-86,505.25,326.9
07-Jul-86,505.75,328
08-Jul-86,510.25,331.85
09-Jul-86,511,334.3
10-Jul-86,506.1,332.3
11-Jul-86,506.25,334.15
14-Jul-86,503.65,339.15
15-Jul-86,503,336.55
16-Jul-86,508.5,336.1
17-Jul-86,503.2,332.45
18-Jul-86,503.25,336.15
21-Jul-86,502.85,336
22-Jul-86,502.5,336.35
23-Jul-86,496.7,333.15
24-Jul-86,500.5,335
25-Jul-86,501,336.35
28-Jul-86,501.6,339.95
29-Jul-86,501.3,338.25
30-Jul-86,497.75,332.7
31-Jul-86,504.5,338.35
01-Aug-86,505,338.15
04-Aug-86,513.7,348.4
05-Aug-86,514.1,346.05
06-Aug-86,518.25,349.45
07-Aug-86,517,350.5
08-Aug-86,519.9,352.35
11-Aug-86,549.1,371.75
12-Aug-86,542.5,365.2
13-Aug-86,543.5,365.35
14-Aug-86,528,354.5
15-Aug-86,534,356.85
18-Aug-86,520.5,348.05
19-Aug-86,508,340
20-Aug-86,515.05,342.7
21-Aug-86,515,343.9
22-Aug-86,525.6,350.5
26-Aug-86,512.25,345.55
27-Aug-86,510.25,344.55
28-Aug-86,514.5,346.8
29-Aug-86,517,349.55
01-Sep-86,520.5,349.3
02-Sep-86,520.5,348.75
03-Sep-86,541,362
04-Sep-86,529.55,352.45
05-Sep-86,546.5,363.95
08-Sep-86,553.55,371.75
09-Sep-86,566.95,380.9
10-Sep-86,578,391.05
11-Sep-86,565,381.35
12-Sep-86,577.55,392.5
15-Sep-86,580,389.9
16-Sep-86,583.25,394.5
17-Sep-86,580,393.35
18-Sep-86,575.8,390.3
19-Sep-86,589,398.35
22-Sep-86,603,413.15
23-Sep-86,595,411.9
24-Sep-86,594.75,409.85
25-Sep-86,590.25,407.75
26-Sep-86,576,400.95
29-Sep-86,563.9,392
30-Sep-86,552,380.7
01-Oct-86,557.1,385.4
02-Oct-86,556,387.3
03-Oct-86,576.5,400.6
06-Oct-86,574,398.75
07-Oct-86,573,398.35
08-Oct-86,568.25,398.5
09-Oct-86,572,399.85
10-Oct-86,560.4,392.7
13-Oct-86,565.3,394.5
14-Oct-86,564,392.05
15-Oct-86,558,388.45
16-Oct-86,556.9,386.75
17-Oct-86,550.5,384.85
20-Oct-86,555,388.05
21-Oct-86,578.75,403.4
22-Oct-86,581.9,405.6
23-Oct-86,579,406.3
24-Oct-86,562.1,397.1
27-Oct-86,563.3,400.35
28-Oct-86,565.8,399.15
29-Oct-86,559.5,395.4
30-Oct-86,559.65,397.05
31-Oct-86,560.65,400.75
03-Nov-86,562.5,397.65
04-Nov-86,573.15,405.4
05-Nov-86,573.5,404.45
06-Nov-86,561.25,393.45
07-Nov-86,570.65,400.05
10-Nov-86,578.6,401.65
11-Nov-86,573.8,398.6
12-Nov-86,574.5,402.85
13-Nov-86,578,407.05
14-Nov-86,583.75,409.35
17-Nov-86,565.65,395.85
18-Nov-86,557,391.55
19-Nov-86,555.25,391.85
20-Nov-86,545.85,386.85
21-Nov-86,544.5,384.8
24-Nov-86,526,371.2
25-Nov-86,524.5,370.25
26-Nov-86,528,369.5
27-Nov-86,526.5,368.95
28-Nov-86,538.25,374.95
01-Dec-86,549.5,383.2
02-Dec-86,543.25,379.75
03-Dec-86,531.25,371.35
04-Dec-86,538,376.35
05-Dec-86,535,375.05
08-Dec-86,537.25,377.95
09-Dec-86,535.1,375.75
10-Dec-86,532,373.35
11-Dec-86,535.25,375.6
12-Dec-86,537.25,376.6
15-Dec-86,544.6,379.8
16-Dec-86,543.5,378.9
17-Dec-86,537,375.25
18-Dec-86,536.25,375.25
19-Dec-86,537.5,374.95
22-Dec-86,540.75,375.15
23-Dec-86,537,372.3
24-Dec-86,530.1,363.2
29-Dec-86,531.75,363.2
30-Dec-86,527.5,359.45
31-Dec-86,528.15,357.8







1987,DAILY,SILVER
 ,US¢,GBP
02-Jan-87,536.25,358.95
05-Jan-87,536.8,363.55
06-Jan-87,540,365.85
07-Jan-87,536,364.75
08-Jan-87,541.6,368.55
09-Jan-87,538.8,365.05
12-Jan-87,550.8,371.9
13-Jan-87,554.25,371.75
14-Jan-87,557.9,373.9
15-Jan-87,556.7,369.75
16-Jan-87,556.2,369.45
19-Jan-87,565,367.45
20-Jan-87,559.8,368.4
21-Jan-87,547.5,360.55
22-Jan-87,554.1,361.45
23-Jan-87,551.5,361.3
26-Jan-87,555.1,363.05
27-Jan-87,562.5,368.1
28-Jan-87,573,370.15
29-Jan-87,560.7,364
30-Jan-87,555,362.75
02-Feb-87,552.9,364.35
03-Feb-87,548.5,358.75
04-Feb-87,550.25,361.15
05-Feb-87,549.5,362.45
06-Feb-87,556.4,368.35
09-Feb-87,553,366.7
10-Feb-87,553.95,362.3
11-Feb-87,554.25,363.3
12-Feb-87,551.1,362.55
13-Feb-87,542.75,358
16-Feb-87,545.1,356.5
17-Feb-87,545.1,356.15
18-Feb-87,539,352.05
19-Feb-87,539.75,354.5
20-Feb-87,544,356.25
23-Feb-87,547.8,356.3
24-Feb-87,545,353.3
25-Feb-87,550.25,357.2
26-Feb-87,547.25,355.7
27-Feb-87,546.75,354.1
02-Mar-87,542.9,348.55
03-Mar-87,544.25,348.45
04-Mar-87,547.5,349.6
05-Mar-87,550.75,350.25
06-Mar-87,553.25,348.95
09-Mar-87,555,348.85
10-Mar-87,552.5,348.45
11-Mar-87,554.6,347.6
12-Mar-87,556.5,350.55
13-Mar-87,566,358.7
16-Mar-87,556,352.35
17-Mar-87,559.15,350.65
18-Mar-87,557.6,347.3
19-Mar-87,556.5,347.6
20-Mar-87,555.5,347.4
23-Mar-87,556.25,344.4
24-Mar-87,571.15,352.65
25-Mar-87,591.25,366.65
26-Mar-87,584.1,363.9
27-Mar-87,596,371.1
30-Mar-87,622.9,387
31-Mar-87,630.5,393.2
01-Apr-87,625.6,390.2
02-Apr-87,629.9,395.55
03-Apr-87,635.25,394.05
06-Apr-87,649.9,401.15
07-Apr-87,674.5,416.35
08-Apr-87,668.9,414.15
09-Apr-87,665.25,410.75
10-Apr-87,690,424.6
13-Apr-87,689,424
14-Apr-87,687,421.6
15-Apr-87,724.15,444.65
16-Apr-87,719,441.65
21-Apr-87,784.25,478.7
22-Apr-87,784.1,481.35
23-Apr-87,830.2,509.1
24-Apr-87,913.75,554.45
27-Apr-87,1092.5,653.6
28-Apr-87,844.5,509.05
29-Apr-87,825.2,499.05
30-Apr-87,812.5,487.7
01-May-87,793.5,476
05-May-87,895,534.5
06-May-87,819.25,486.85
07-May-87,809.5,481.3
08-May-87,819,487.5
11-May-87,829.5,497.35
12-May-87,869,521.8
13-May-87,869.5,521.45
14-May-87,865,516.95
15-May-87,886.4,528.2
18-May-87,944.25,560.45
19-May-87,908,540.55
20-May-87,938,555.3
21-May-87,897.5,533.95
22-May-87,899.25,534.95
26-May-87,802.65,486.15
27-May-87,729.55,450.4
28-May-87,748.5,459.6
29-May-87,768.5,472.75
01-Jun-87,733.85,452.15
02-Jun-87,757.5,461.75
03-Jun-87,767.1,467.25
04-Jun-87,763,469.25
05-Jun-87,788,482.2
08-Jun-87,786,479.2
09-Jun-87,771.5,467.7
10-Jun-87,793,475.25
11-Jun-87,779,468.95
12-Jun-87,790.75,475.35
15-Jun-87,749.9,457.8
16-Jun-87,766.9,467.05
17-Jun-87,747.5,458.3
18-Jun-87,749,458.4
19-Jun-87,750.2,460.8
22-Jun-87,700,435.05
23-Jun-87,676,425
24-Jun-87,695,429.25
25-Jun-87,683.1,422.85
26-Jun-87,681,421.3
29-Jun-87,695.25,434.05
30-Jun-87,714.2,443.5
01-Jul-87,730,449.9
02-Jul-87,738,455.8
03-Jul-87,724.1,448.9
06-Jul-87,720.25,447.15
07-Jul-87,747,460.85
08-Jul-87,736,455.45
09-Jul-87,763.2,471.45
10-Jul-87,765.5,474.65
13-Jul-87,755.5,468.2
14-Jul-87,769.6,476.65
15-Jul-87,764.5,473.65
16-Jul-87,778.8,477.55
17-Jul-87,771,475.25
20-Jul-87,752.55,469.15
21-Jul-87,767,478.85
22-Jul-87,772.5,483.95
23-Jul-87,774.5,483.8
24-Jul-87,768.25,478.8
27-Jul-87,768.4,479.8
28-Jul-87,773.5,483.75
29-Jul-87,802.6,501.35
30-Jul-87,800.5,501.1
31-Jul-87,832,522.05
03-Aug-87,860,539.65
04-Aug-87,873,553.6
05-Aug-87,843,533.9
06-Aug-87,829.25,525.95
07-Aug-87,798.5,507.75
10-Aug-87,773.4,493.5
11-Aug-87,781.5,498.35
12-Aug-87,776,494.2
13-Aug-87,786,497.25
14-Aug-87,762.75,483.4
17-Aug-87,753,473.95
18-Aug-87,762,474.5
19-Aug-87,766.1,476.55
20-Aug-87,775.75,480
21-Aug-87,761.5,469.75
24-Aug-87,761.5,467.6
25-Aug-87,775,477
26-Aug-87,770,477.05
27-Aug-87,772.75,476.4
28-Aug-87,754.7,464.85
01-Sep-87,745,455.1
02-Sep-87,760,461.7
03-Sep-87,766,463.5
04-Sep-87,768,464
07-Sep-87,768.75,463.1
08-Sep-87,764.15,460.9
09-Sep-87,751.65,452.95
10-Sep-87,759.5,461.65
11-Sep-87,782.1,474.55
14-Sep-87,755.5,461.1
15-Sep-87,771,469.4
16-Sep-87,762.1,463.35
17-Sep-87,750.9,456.65
18-Sep-87,763.1,461.2
21-Sep-87,736,445.25
22-Sep-87,765.8,465.25
23-Sep-87,754.15,461.3
24-Sep-87,763.55,466.95
25-Sep-87,757,462.05
28-Sep-87,763,465.3
29-Sep-87,755,464.4
30-Sep-87,764.25,468.85
01-Oct-87,755,465.35
02-Oct-87,753.35,464
05-Oct-87,756.75,466.4
06-Oct-87,762,466.35
07-Oct-87,765.25,466.95
08-Oct-87,765.4,465.9
09-Oct-87,782,473.6
12-Oct-87,783.2,474.05
13-Oct-87,773,470.25
14-Oct-87,770.15,468.05
15-Oct-87,781.5,469.8
16-Oct-87,no fix,no fix
19-Oct-87,830.8,493.5
20-Oct-87,783.5,468.85
21-Oct-87,750.4,452.6
22-Oct-87,750.15,454.05
23-Oct-87,752.6,454
26-Oct-87,757.4,446.2
27-Oct-87,735,435.7
28-Oct-87,745.6,435.4
29-Oct-87,714,414.8
30-Oct-87,688,401.4
02-Nov-87,700,404.5
03-Nov-87,695.5,397.9
04-Nov-87,674,385.05
05-Nov-87,628.5,356.15
06-Nov-87,637.25,358.2
09-Nov-87,666.1,373.7
10-Nov-87,641.1,356.7
11-Nov-87,649,363.3
12-Nov-87,664.1,375.5
13-Nov-87,671,380.25
16-Nov-87,655.75,376.45
17-Nov-87,672.6,383.1
18-Nov-87,666.25,378.35
19-Nov-87,664.5,373
20-Nov-87,660,369.7
23-Nov-87,663.35,370.15
24-Nov-87,692.25,389.35
25-Nov-87,688.5,383.85
26-Nov-87,695,387.3
27-Nov-87,700.35,387.95
30-Nov-87,725.4,396
01-Dec-87,699,385.8
02-Dec-87,693.25,383.65
03-Dec-87,695.5,383.05
04-Dec-87,683.65,377.2
07-Dec-87,663,369.55
08-Dec-87,670.5,373.1
09-Dec-87,676,374.2
10-Dec-87,672.5,372.9
11-Dec-87,701,381.6
14-Dec-87,704,381.6
15-Dec-87,691,376.55
16-Dec-87,671.5,367.5
17-Dec-87,677.1,368.2
18-Dec-87,679.4,370.05
21-Dec-87,677.25,369.35
22-Dec-87,678.25,370.55
23-Dec-87,676.1,371.05
24-Dec-87,673,366.65
29-Dec-87,681,364.8
30-Dec-87,670,360.9
31-Dec-87,670.15,357.9






1988,DAILY,SILVER
 ,US¢,GBP
04-Jan-88,663.5,353.65
05-Jan-88,650,351.35
06-Jan-88,675,373.95
07-Jan-88,699.8,384.9
08-Jan-88,685,379.2
11-Jan-88,699,383.9
12-Jan-88,685.7,376.55
13-Jan-88,676.4,368.8
14-Jan-88,678.5,372.6
15-Jan-88,682.1,373.65
18-Jan-88,670,378.1
19-Jan-88,670.05,378.15
20-Jan-88,673,375.65
21-Jan-88,667.3,371.95
22-Jan-88,670.7,375.65
25-Jan-88,675.15,379.95
26-Jan-88,662.25,373.95
27-Jan-88,661.35,372.4
28-Jan-88,663.5,372.95
29-Jan-88,655,369.65
01-Feb-88,653.5,370.9
02-Feb-88,661.5,375.85
03-Feb-88,640.6,362.65
04-Feb-88,634.4,360.45
05-Feb-88,638.8,362
08-Feb-88,632.5,361.55
09-Feb-88,629.25,360.3
10-Feb-88,632.25,359.55
11-Feb-88,627,356.25
12-Feb-88,628.25,357.95
15-Feb-88,635,363.75
16-Feb-88,635,364.4
17-Feb-88,636,364.65
18-Feb-88,643.35,368
19-Feb-88,635.1,363.45
22-Feb-88,638.5,363.85
23-Feb-88,637.5,360.9
