1981,GOLD, A.M.,GOLD, P.M.
19-Jan-88,476.75,268.77,477.1,269.09
20-Jan-88,477.75,266.45,477.65,266.74
21-Jan-88,476.5,265.02,477.2,266.22
22-Jan-88,477.85,267.33,476.2,266.9
25-Jan-88,476.5,268.19,476.25,268.16
26-Jan-88,471.4,266.33,469.75,265.7
27-Jan-88,469.4,264.08,465,261.16
28-Jan-88,467,261.95,466.35,261.97
29-Jan-88,465.25,262.33,458,258.51
01-Feb-88,454.65,259.16,452.7,257.51
02-Feb-88,455.15,258.58,455.9,258.59
03-Feb-88,447.1,252.6,445.4,251.85
04-Feb-88,437.6,248.71,443.25,252.08
05-Feb-88,444.15,251.64,441.7,251.18
08-Feb-88,443.05,253.07,442.1,252.2
09-Feb-88,439.25,251.65,438.6,251.68
10-Feb-88,443.8,252.13,441.1,250.84
11-Feb-88,440.2,250.4,440.6,250.13
12-Feb-88,440.3,250.64,443.6,254.87
15-Feb-88,443.6,254.55,445.5,255.3
16-Feb-88,444.25,255.35,445,254.91
17-Feb-88,444.4,254.6,445.6,255.01
18-Feb-88,446.25,255.03,447.25,255.32
19-Feb-88,443.45,253.88,442.9,253.01
22-Feb-88,445.1,253.5,445.5,253
23-Feb-88,443.95,251.23,442.4,250.68
24-Feb-88,438,247.74,435.75,246.58
25-Feb-88,433.95,246.21,432.1,244.64
26-Feb-88,432.65,244.27,430.45,243.06
29-Feb-88,423.75,238.89,426.15,240.63
01-Mar-88,429.15,242.18,429.3,242
02-Mar-88,431.55,243.17,428.9,242.49
03-Mar-88,429.15,242.58,429.1,242.46
04-Mar-88,430.75,243.11,431.8,243.85
07-Mar-88,436,242.4,435.9,240.3
08-Mar-88,435.7,238.27,436.35,238.27
09-Mar-88,436.1,237.4,436.5,236.68
10-Mar-88,437.25,237.21,442.4,240.04
11-Mar-88,444.1,239.86,441.8,238.49
14-Mar-88,441.9,237.57,442.25,238.38
15-Mar-88,442.25,238.6,442.2,238.55
16-Mar-88,447.15,241.64,446.2,241.28
17-Mar-88,445.35,241.42,445.5,241.46
18-Mar-88,442.8,242.23,442.85,242.79
21-Mar-88,446.5,243.82,449.25,245.36
22-Mar-88,449.4,245.78,447.9,244.98
23-Mar-88,450,245.06,449.5,244.45
24-Mar-88,453.9,246.28,453.95,246.18
25-Mar-88,451.5,244.99,451.8,246.15
28-Mar-88,453.1,244.69,453.9,244.95
29-Mar-88,454.7,244.2,454.9,243.98
30-Mar-88,454,243.92,453.75,243.45
31-Mar-88,458,243.62,456.95,242.44
05-Apr-88,456,241.68,453.6,240.61
06-Apr-88,450.8,239.6,449.85,239.47
07-Apr-88,446.25,238.85,447.2,240.11
08-Apr-88,448.6,238.74,449.4,240.17
11-Apr-88,450.15,241.54,448.8,242.01
12-Apr-88,450.2,243.46,450.8,243.18
13-Apr-88,448.5,243,449.35,243.46
14-Apr-88,447,242.76,450.35,240.21
15-Apr-88,453.85,240.99,456.3,241.71
18-Apr-88,457.55,241.39,458,241.71
19-Apr-88,456.55,241.17,456.9,241.07
20-Apr-88,458,241.66,457.4,241.28
21-Apr-88,454,240.53,454.25,239.56
22-Apr-88,453.15,239.7,448.6,237.67
25-Apr-88,449.75,238.8,450.2,239.76
26-Apr-88,448.25,238.49,447,237.96
27-Apr-88,449.1,239.56,450.3,240.55
28-Apr-88,452.15,241.12,452.1,241.29
29-Apr-88,449.75,239.68,449,238.45
03-May-88,444.3,237.66,445.9,238.19
04-May-88,441.95,236.97,443.25,237.86
05-May-88,445.35,238.73,444.85,238.14
06-May-88,445.95,238.86,442.8,237.68
09-May-88,443.6,237.16,444.4,236.3
10-May-88,447.1,237.44,446.65,237.39
11-May-88,449.35,238.19,449.1,238.31
12-May-88,448.65,238.83,451,239.55
13-May-88,451.05,238.78,449.5,237.58
16-May-88,453.4,239.81,453.25,239.5
17-May-88,453.15,240.08,454.7,243.81
18-May-88,452.7,243.58,454,244.15
19-May-88,456.65,244.7,457.9,245.23
20-May-88,456.5,244.85,454.9,244.01
23-May-88,460.25,246.33,457.25,244.74
24-May-88,458.6,245.15,457.25,244.43
25-May-88,458.35,245.7,453.9,243.57
26-May-88,453,243.29,453.25,243.38
27-May-88,452.5,243.35,452,243.27
31-May-88,454,245.83,455.5,247.5
01-Jun-88,457,249.56,456.75,250.21
02-Jun-88,454.6,250.22,453.7,252.13
03-Jun-88,464.85,258.04,464.7,258.45
06-Jun-88,464.1,257.05,464.55,257.65
07-Jun-88,463.4,255.87,464.4,256.11
08-Jun-88,458.75,251.78,457.85,251.36
09-Jun-88,455,251.01,455.45,251.03
10-Jun-88,457.1,250.93,457.6,251.75
13-Jun-88,450.5,246.85,449,246.32
14-Jun-88,450.8,248.38,446.5,249.16
15-Jun-88,450.3,251.49,452,253.12
16-Jun-88,452.65,252.6,453.9,253.51
17-Jun-88,449.8,252.34,450.25,252.31
20-Jun-88,453.9,253.68,454.2,254.24
21-Jun-88,451.7,252.7,451.65,252.71
22-Jun-88,449.8,253.12,448.5,252.88
23-Jun-88,447.6,254.32,447.8,255.16
24-Jun-88,447,255.62,443.25,254.38
27-Jun-88,442,257.35,443.3,259.85
28-Jun-88,443.85,256.86,443.85,257.08
29-Jun-88,434.9,254.75,433.55,252.95
30-Jun-88,436.85,255.17,436.55,255.74
01-Jul-88,436.5,256.16,436.85,256.64
04-Jul-88,437.15,258.59,437.55,259.06
05-Jul-88,437.4,257.07,437.5,257.28
06-Jul-88,438.1,255.15,436.8,254.99
07-Jul-88,439.15,255.54,440.9,256.35
08-Jul-88,438.9,256.29,439.4,257.79
11-Jul-88,439.65,258.89,436.8,257.37
12-Jul-88,434.5,256.8,433.8,256.46
13-Jul-88,436.2,257.35,435,257.09
14-Jul-88,439.05,260.02,440.75,260.49
15-Jul-88,438.1,260.26,439.1,264.12
18-Jul-88,437.65,263.25,435.65,260.32
19-Jul-88,437.25,259.03,436.25,257.68
20-Jul-88,445,260.08,444.8,260.73
21-Jul-88,443.2,257.53,444.75,258.5
22-Jul-88,443.2,255.04,442.2,254.72
25-Jul-88,442.2,254.68,438.5,252.88
26-Jul-88,430.15,249.54,431.2,251.72
27-Jul-88,431.7,252.16,432.85,250.71
28-Jul-88,428.75,247.05,432.75,249.64
29-Jul-88,432.7,252.11,436.8,255.07
01-Aug-88,436.4,254.88,434.6,253.49
02-Aug-88,432.9,251.92,432.75,252.55
03-Aug-88,431.25,252.9,434.1,253.56
04-Aug-88,433.4,253.15,433.1,253.5
05-Aug-88,431.45,252.98,432.85,254.92
08-Aug-88,431.85,255.31,432,253.74
09-Aug-88,428.25,251.2,425.8,252.25
10-Aug-88,426.95,252.93,427.2,252.93
11-Aug-88,429,251.83,427.95,251.29
12-Aug-88,428.4,249.65,433.25,252.92
15-Aug-88,431.15,251.47,430.25,251.39
16-Aug-88,432,252.34,432.65,251.07
17-Aug-88,429,252.06,429,252.03
18-Aug-88,430.2,253.81,430.55,253.79
19-Aug-88,432.4,254.13,432.6,254.55
22-Aug-88,429.7,254.68,431,256.09
23-Aug-88,432.7,257.02,432.6,256.43
24-Aug-88,432.1,257.17,433,257.43
25-Aug-88,434.8,257.25,434.2,255.64
26-Aug-88,433.75,256.05,433.15,256.38
30-Aug-88,429.4,254.76,427.75,252.73
31-Aug-88,426.35,253.58,427.75,254.77
01-Sep-88,430.3,256.06,430.4,256.04
02-Sep-88,428.95,256.93,428.75,256.74
05-Sep-88,427,253.26,427.4,253.5
06-Sep-88,427.65,252,428.45,251.63
07-Sep-88,427,250.4,427.25,250.59
08-Sep-88,428,252.09,428.25,252.28
09-Sep-88,428.9,252.44,429.4,252.78
12-Sep-88,418,246.39,419.4,247.14
13-Sep-88,420.8,247.68,420.45,247.88
14-Sep-88,421.9,249.35,421.5,251.42
15-Sep-88,421.5,251.01,418.85,249.49
16-Sep-88,417.3,248.91,415.15,247.85
19-Sep-88,409,243.82,409,243.86
20-Sep-88,410.4,244.37,410,243.54
21-Sep-88,401.6,239.16,400.65,239.02
22-Sep-88,399.6,239.17,397.75,237.96
23-Sep-88,399.3,239.48,400.35,239.73
26-Sep-88,389.05,233.87,395.3,237.02
27-Sep-88,397,237.65,397.1,236.37
28-Sep-88,397.65,235.99,395.4,234.73
29-Sep-88,398.6,236.53,398.5,236.78
30-Sep-88,396.15,234.74,396.7,235.25
03-Oct-88,394.2,232.7,396,233.31
04-Oct-88,397.35,234.45,398.5,234.62
05-Oct-88,397.25,234.64,395.45,233.51
06-Oct-88,403,237.86,403.75,238.27
07-Oct-88,404.25,238.43,403.9,237.73
10-Oct-88,406.25,237.85,406.75,237.45
11-Oct-88,408,237.28,407.25,236.91
12-Oct-88,404.7,234.47,406.4,235.05
13-Oct-88,408.6,235.26,406.7,231.94
14-Oct-88,406.5,233.09,407.6,232.58
17-Oct-88,411.15,234.11,413,235.42
18-Oct-88,413.05,236.66,411.45,235.09
19-Oct-88,410.8,234.74,411.25,234.46
20-Oct-88,411.4,233.55,412.2,233.67
21-Oct-88,410.55,233.47,410.25,233.16
24-Oct-88,406.3,231.93,405.5,231.38
25-Oct-88,406.6,232.44,407.65,232.39
26-Oct-88,407.5,232.33,407.4,231.18
27-Oct-88,407.15,231.47,407.5,230.03
28-Oct-88,407.3,230.77,411.5,232.62
31-Oct-88,412.3,231.96,412.4,232.01
01-Nov-88,411,232.51,410.9,232.28
02-Nov-88,412.5,232.52,414.75,233.79
03-Nov-88,422.9,237.21,423.4,237.89
04-Nov-88,419.5,235.89,421,237.85
07-Nov-88,422,238.26,420.6,237.13
08-Nov-88,421.85,237.15,418.35,236.16
09-Nov-88,419.5,235.3,420.8,235.35
10-Nov-88,422.25,235.17,419.1,233.55
11-Nov-88,420.75,232.18,420.3,231.72
14-Nov-88,420.65,233.2,419.3,232.36
15-Nov-88,422.8,233.66,424,234.84
16-Nov-88,422.6,233.74,423.85,233.59
17-Nov-88,423.3,230.93,422,232.25
18-Nov-88,419.75,231.78,417.75,230.23
21-Nov-88,416.6,229.47,415.95,228.86
22-Nov-88,416.1,227.89,418.4,229.27
23-Nov-88,417.95,228.14,419.25,228.35
24-Nov-88,419.85,228.74,419.95,228.48
25-Nov-88,422.6,230.21,424.1,229.99
28-Nov-88,421.4,229.15,424.25,230.57
29-Nov-88,422.1,229.03,423.1,229.45
30-Nov-88,421.3,228.1,422.6,228.37
01-Dec-88,425.5,229.44,424.75,228.98
02-Dec-88,423.8,228.93,424.25,227.85
05-Dec-88,430.4,230.16,429,229.45
06-Dec-88,429,229.69,427.75,228.99
07-Dec-88,425.35,229.42,422.6,228.28
08-Dec-88,423.3,229,423.2,227.83
09-Dec-88,422.2,228.71,419.75,227.14
12-Dec-88,421,228.53,420,227.83
13-Dec-88,420.05,229.39,420.5,229.78
14-Dec-88,419.6,230.68,420,229.01
15-Dec-88,421.4,230.02,418.45,228.41
16-Dec-88,412.6,226.31,411.75,226.11
19-Dec-88,413.65,226.81,413,226.67
20-Dec-88,413.2,228.04,412.9,228.44
21-Dec-88,413.85,229.34,414.6,229.25
22-Dec-88,415.6,230.12,417.25,231.93
23-Dec-88,417.55,231.33,holiday,holiday
28-Dec-88,413.65,230.96,412.85,231.03
29-Dec-88,413.1,230.72,410.25,229
30-Dec-88,410.15,227.55,holiday,holiday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1989,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
03-Jan-89,413.6,226.3,411.6,225.23
04-Jan-89,410.5,226.11,409.35,226.35
05-Jan-89,408,225.91,407.25,226.25
06-Jan-89,408.45,227.74,406.35,228.42
09-Jan-89,404.45,228.87,402.45,227.59
10-Jan-89,405.5,229.1,404.5,228.82
11-Jan-89,403.5,227,403.8,226.28
12-Jan-89,404.85,226.22,404.15,226.06
13-Jan-89,403.5,227.67,405.55,228.07
16-Jan-89,401.75,227.88,401.5,227.93
17-Jan-89,402.1,226.98,402.25,227.04
18-Jan-89,402.85,228.27,402.5,227.27
19-Jan-89,402.3,229.1,403.6,229.71
20-Jan-89,404.5,230.08,405.5,229.42
23-Jan-89,407.75,230.52,407.45,230.52
24-Jan-89,407.8,228.91,408.3,229.83
25-Jan-89,404.75,228.41,404.2,228.36
26-Jan-89,406,228.73,406.25,229.09
27-Jan-89,402.05,227.44,399.75,226.04
30-Jan-89,394.3,224.09,394,224.13
31-Jan-89,394.85,224.03,394,224.37
01-Feb-89,392,224.58,392.8,224.2
02-Feb-89,392.7,224.3,391.1,223.38
03-Feb-89,390.85,223.6,390,223.82
06-Feb-89,390.25,225.31,387.9,223.83
07-Feb-89,391.45,225.24,391,225
08-Feb-89,390.4,224.11,390.55,224.09
09-Feb-89,394.1,224.71,393.8,224.17
10-Feb-89,393.8,222.17,389.6,221.36
13-Feb-89,386.7,220.73,384.5,219.87
14-Feb-89,385.65,219.18,384.1,218.34
15-Feb-89,381.7,215.19,381,213.81
16-Feb-89,384.25,217.52,384.25,216.78
17-Feb-89,378.95,213.3,380.4,214.17
20-Feb-89,382.15,216.21,382.4,216.54
21-Feb-89,382.75,217.88,383.5,218.89
22-Feb-89,386,221.08,386.75,221.51
23-Feb-89,389,221.53,390.5,222.13
24-Feb-89,389.25,221.42,388.4,221.37
27-Feb-89,390.75,222.93,390.6,223.14
28-Feb-89,386.75,222.08,387,221.78
01-Mar-89,386.1,222.75,384.05,222.77
02-Mar-89,384.1,223.08,383.9,222.23
03-Mar-89,386.5,224.36,386.4,224.1
06-Mar-89,388.4,224.42,387.25,224.49
07-Mar-89,386.3,224.27,390.75,226.63
08-Mar-89,393.1,228.24,394.6,229.25
09-Mar-89,392.5,228.64,391.5,227.52
10-Mar-89,397,230.31,393.5,229.25
13-Mar-89,393.1,228.8,392.5,228.6
14-Mar-89,394.3,230.1,395,230.01
15-Mar-89,394.45,228.56,392.9,228.03
16-Mar-89,391,229.96,389.4,226.2
17-Mar-89,389.25,226.4,394.3,229.78
20-Mar-89,395.3,230.59,395.5,230.98
21-Mar-89,394.1,229.66,392.75,228.4
22-Mar-89,393.4,228.76,393.35,228.59
23-Mar-89,396,229.3,394.9,228.8
28-Mar-89,391.25,230.15,390.75,229.45
29-Mar-89,383.3,226.68,382.95,226.92
30-Mar-89,384,227.19,383.7,227.31
31-Mar-89,382.3,226.32,383.2,227.01
03-Apr-89,385.3,229.28,385.45,228.96
04-Apr-89,386.6,226.95,386.65,226.93
05-Apr-89,384.4,226.22,383,224.77
06-Apr-89,384.2,225.87,384.35,225.62
07-Apr-89,384.4,225.72,382.25,224.66
10-Apr-89,381.6,225.16,381.5,224.61
11-Apr-89,384.75,226.42,385,226.47
12-Apr-89,384.15,227.15,387.25,228.67
13-Apr-89,387.8,228.2,390.25,229.33
14-Apr-89,388.55,229,386.2,227.38
17-Apr-89,385.15,225.5,385.15,225.3
18-Apr-89,385.25,225.36,383.95,223.36
19-Apr-89,382.9,223.62,383.9,224.24
20-Apr-89,383.9,224.46,384,224.1
21-Apr-89,385.25,224.17,384,223.69
24-Apr-89,383.9,223.95,383.55,224.67
25-Apr-89,385.85,226.76,385.9,226.44
26-Apr-89,384.4,226.52,383.85,226.66
27-Apr-89,384.75,227.23,384.25,226.94
28-Apr-89,381.3,225.22,377.55,224.09
02-May-89,376.9,223.88,377.45,223.99
03-May-89,376.5,223.55,378.6,224.73
04-May-89,378.2,224.56,378.25,224.24
05-May-89,377.3,224.84,375.7,223.37
08-May-89,377.15,225.22,378.25,225.74
09-May-89,376,225.65,376.1,226.65
10-May-89,378.1,226.65,377.2,226.04
11-May-89,377.7,226.62,378.35,227.03
12-May-89,379.65,228.16,377.3,225.19
15-May-89,374.25,227.55,373.8,228.04
16-May-89,374.4,227.59,374.5,227.66
17-May-89,373.7,228.38,371.9,229.57
18-May-89,371,229.61,370,228.61
19-May-89,366.25,226.22,365.5,225.76
22-May-89,359.25,227.95,359.75,227.26
23-May-89,363.4,230,364.5,230.48
24-May-89,362.5,231.11,361.5,230.18
25-May-89,363.3,230.37,363.6,230.35
26-May-89,367.2,228.93,365.8,227.84
30-May-89,362.1,231.01,362.1,231.52
31-May-89,363.5,231.01,361.8,230.89
01-Jun-89,360.8,228.98,361.4,229.83
02-Jun-89,362.7,228.98,361.5,228.05
05-Jun-89,367.7,230.22,365.2,230.77
06-Jun-89,365,233.05,364.9,232.91
07-Jun-89,375.5,238.26,374.2,237.17
08-Jun-89,374.6,237.59,374.5,237.85
09-Jun-89,371.25,237.33,368.25,237.35
12-Jun-89,358.5,233.86,359.9,235.31
13-Jun-89,360.5,237.09,358.7,236.22
14-Jun-89,361.6,237.66,361.1,238.15
15-Jun-89,360.35,239.17,361.5,239.88
16-Jun-89,365.75,239.6,365.35,236.93
19-Jun-89,363.6,236.8,364.4,236.39
20-Jun-89,366.5,235.46,366.6,235.6
21-Jun-89,365.7,238.71,365.9,237.72
22-Jun-89,370.4,237.13,369.75,236.87
23-Jun-89,369.5,237.47,370,236.65
26-Jun-89,375.3,241.51,374.7,242.6
27-Jun-89,373.55,241.19,376.25,240.03
28-Jun-89,373.75,238.79,373.75,239.35
29-Jun-89,376.3,240.91,376.3,240.34
30-Jun-89,371.15,239.53,373,240.26
03-Jul-89,375.4,238.88,374.5,238.16
04-Jul-89,377.5,237.72,376.25,237.16
05-Jul-89,378.4,236.43,383.6,238.85
06-Jul-89,384.3,236.71,385.5,237.38
07-Jul-89,383.6,236.69,383.55,236.03
10-Jul-89,382.45,235.57,383.25,233.48
11-Jul-89,381.35,234.39,378.75,233.58
12-Jul-89,379.5,233.75,379.75,233.88
13-Jul-89,377.1,231.71,375.75,230.99
14-Jul-89,375,231.27,370.8,229.31
17-Jul-89,370.9,230.98,370.6,230.26
18-Jul-89,369.7,230.27,371.7,229.35
19-Jul-89,371.5,229.42,370.7,228.55
20-Jul-89,368.8,228.64,371.05,229.09
21-Jul-89,372.25,228.26,372.4,228.54
24-Jul-89,372,229.63,371.95,229.36
25-Jul-89,372.8,229.13,371.25,228.49
26-Jul-89,371.5,226.91,372.3,226.02
27-Jul-89,374.3,225.67,374.15,225.76
28-Jul-89,371.95,224.47,369.7,223.93
31-Jul-89,369.1,222.04,368.3,221.24
01-Aug-89,369.95,223.06,369,223.3
02-Aug-89,369.9,222.5,369.75,222.07
03-Aug-89,369.8,223.27,369.25,224.13
04-Aug-89,371.55,227.28,370.5,228.85
07-Aug-89,367.25,229.29,366.1,228.07
08-Aug-89,366.2,226.43,365.9,225.54
09-Aug-89,365.15,225.08,364.6,225.51
10-Aug-89,366.4,224.44,365.85,224.26
11-Aug-89,364.4,227.79,361.9,227.07
14-Aug-89,363,228.59,363.3,228.92
15-Aug-89,364.7,230.82,366.1,232.47
16-Aug-89,367.6,233.29,367.6,233.59
17-Aug-89,366,232.43,364.9,233.73
18-Aug-89,366.3,234.13,366.25,234.13
21-Aug-89,365.5,232.92,365.9,232.24
22-Aug-89,366,232.28,366.4,232.49
23-Aug-89,366.8,230.95,366.2,232.8
24-Aug-89,363.6,232.33,362.2,230.77
25-Aug-89,361.15,230.11,360.45,229.37
29-Aug-89,360,228.64,359.8,227.77
30-Aug-89,361.2,228.07,361.4,227.3
31-Aug-89,359.6,228.65,359.8,228.59
01-Sep-89,358.25,228.96,359.4,229.39
04-Sep-89,358.75,230.83,358.85,230.77
05-Sep-89,358.1,232.49,358.55,232.52
06-Sep-89,360,232.29,360.2,232.04
07-Sep-89,359.2,232.91,359.2,232.82
08-Sep-89,359.85,232.46,359.6,232.2
11-Sep-89,358.1,232.38,358.35,232.39
12-Sep-89,358.95,231.73,358.6,231.39
13-Sep-89,358.8,230.93,358.5,230.32
14-Sep-89,359.8,230.2,361.5,231.46
15-Sep-89,359.65,231.21,355.75,230.93
18-Sep-89,360.1,231.32,359.7,229.99
19-Sep-89,360.65,229.96,360.65,229.79
20-Sep-89,360.75,229.34,362.75,229.52
21-Sep-89,362.95,230.27,362.8,229.65
22-Sep-89,364.1,230.56,364.9,231.87
25-Sep-89,368.75,229.18,367.35,227.72
26-Sep-89,366.6,227.04,368,227.02
27-Sep-89,369.3,227.61,369,228.55
28-Sep-89,366.1,227.67,366.5,227.85
29-Sep-89,369,226.52,366.5,226.1
02-Oct-89,366.45,226.74,366.5,226.1
03-Oct-89,365,226.61,365.5,226.57
04-Oct-89,366.05,227.33,366,227.75
05-Oct-89,366.9,228.81,366.2,225.7
06-Oct-89,363.6,226.29,363,225.65
09-Oct-89,362.95,229.72,362.9,229.98
10-Oct-89,362.3,230.91,361.9,231.03
11-Oct-89,360.4,232.19,361.05,233.61
12-Oct-89,362.55,232.6,363.15,234.37
13-Oct-89,362.9,232.36,363.2,232.82
16-Oct-89,366.45,231.78,368.4,232.21
17-Oct-89,365.65,231.98,366.65,232.25
18-Oct-89,368.1,231.73,368.5,231.62
19-Oct-89,368.5,230.1,368.6,230.4
20-Oct-89,366.7,229.95,365.65,230.07
23-Oct-89,365.8,230.06,365.5,229.51
24-Oct-89,366.4,228.86,366.6,228.98
25-Oct-89,368.35,228.96,368.65,229.16
26-Oct-89,368.45,229.21,368.6,229.09
27-Oct-89,371.55,235.83,372.6,236.05
30-Oct-89,378.5,240.85,377,238.61
31-Oct-89,376.05,238.13,375.3,237.41
01-Nov-89,373.6,237.13,373.05,235.66
02-Nov-89,373.85,238.46,374.25,238.53
03-Nov-89,378.85,241.15,380.5,242.36
06-Nov-89,378.15,240.2,379.75,240.96
07-Nov-89,385.5,243.49,384.1,243.1
08-Nov-89,386.95,243.7,383.2,241.46
09-Nov-89,387.4,244.11,387.1,243.86
10-Nov-89,386.45,243.82,385.35,243.89
13-Nov-89,389.05,246.83,390.5,247
14-Nov-89,390.75,246.81,388.25,245.26
15-Nov-89,390.5,245.98,391.4,247.07
16-Nov-89,389.1,246.69,391.4,248.19
17-Nov-89,393.85,249.98,392,249.92
20-Nov-89,396.05,254.29,394.9,253.39
21-Nov-89,400.3,254.97,399,254.99
22-Nov-89,406.6,258.49,409.9,261.88
23-Nov-89,408.1,261.1,411.55,263.06
24-Nov-89,415.8,265.69,415.8,265.81
27-Nov-89,417.15,267.95,413.75,265.43
28-Nov-89,410.4,262.27,409.75,262.32
29-Nov-89,410.75,262.63,410.1,262.18
30-Nov-89,406.8,259.36,408.15,260.25
01-Dec-89,414.15,264.35,413.85,264.41
04-Dec-89,409.9,261.3,408.6,261.42
05-Dec-89,402.6,257.14,403.75,257.63
06-Dec-89,402.05,255.22,402.85,255.05
07-Dec-89,405.75,257.33,406,257.4
08-Dec-89,408.85,259.13,409.35,258.76
11-Dec-89,414,261.36,415.5,261.4
12-Dec-89,416.1,259.58,415.5,259.48
13-Dec-89,417.1,259.28,413,257.19
14-Dec-89,409.45,255.91,408.5,255.63
15-Dec-89,410.35,256.15,412.75,256.69
18-Dec-89,411.65,256.4,407.5,254.13
19-Dec-89,411.3,256.42,412.4,257.38
20-Dec-89,413.15,258.46,412.4,257.43
21-Dec-89,413,256.52,413,256.16
22-Dec-89,413.2,255.38,holiday,holiday
27-Dec-89,409.45,251.2,406,249.85
28-Dec-89,400.4,246.02,398.6,247.81
29-Dec-89,401,249.84,holiday,holiday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1990,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
02-Jan-90,401.65,247.35,399,246.68
03-Jan-90,396.3,245.77,395,244.89
04-Jan-90,394.95,244.17,396.5,243.85
05-Jan-90,401.2,245.65,405,247.4
08-Jan-90,403.75,245.52,404.6,245.14
09-Jan-90,402.7,243.03,403.45,243.78
10-Jan-90,405.85,243.97,409.1,246.15
11-Jan-90,413.55,249.91,412.1,248.54
12-Jan-90,413.9,248.99,416.25,249.48
15-Jan-90,415.3,248.64,415.6,249.36
16-Jan-90,415.25,251.24,412.75,249.37
17-Jan-90,410.6,248.55,410.4,248.28
18-Jan-90,413.6,251.15,413.4,251
19-Jan-90,410.6,249.86,408.65,248.72
22-Jan-90,408.7,248.5,406,247.38
23-Jan-90,408.6,248.39,408.25,248.39
24-Jan-90,413.75,249.49,420.75,253.51
25-Jan-90,417.15,251.9,415.65,251.07
26-Jan-90,419.1,252.39,418,251.43
29-Jan-90,420.75,250.6,418.75,249.66
30-Jan-90,417.8,248.54,418.15,248.04
31-Jan-90,417.55,247.88,415.05,246.83
01-Feb-90,413.25,245.5,415.8,246.59
02-Feb-90,417.35,248.01,417.95,248.63
05-Feb-90,418.75,247.61,423,250.12
06-Feb-90,421.4,247.26,421.05,247.95
07-Feb-90,419.9,246.71,423.75,249.19
08-Feb-90,418.5,247.68,418,247.48
09-Feb-90,418.5,247.44,415.5,245.97
12-Feb-90,415.25,244.41,418.85,246.99
13-Feb-90,419.75,249.29,418.05,247.92
14-Feb-90,416,245.65,414.6,244.49
15-Feb-90,417.05,246.05,416.65,245.78
16-Feb-90,414.9,245.98,416.5,246.09
19-Feb-90,416.95,244.93,416.5,244.18
20-Feb-90,419.05,245.1,419.95,246.28
21-Feb-90,420.6,245.42,420,245.07
22-Feb-90,418,243.92,417.65,244.07
23-Feb-90,415,243.02,415.85,243.52
26-Feb-90,412.75,243.15,411.3,242.01
27-Feb-90,408.8,242.32,407.55,241.44
28-Feb-90,409.1,242.46,407.7,241.72
01-Mar-90,406.25,242.62,406.3,243.73
02-Mar-90,406.4,244.38,405.05,244.15
05-Mar-90,403,245.21,403.2,244.82
06-Mar-90,404.8,245.11,405.35,245.67
07-Mar-90,402.6,244.89,400.5,243.69
08-Mar-90,401.4,243.47,400.7,243.9
09-Mar-90,399.7,245.52,399.3,246.18
12-Mar-90,400.4,248.85,401.25,248.84
13-Mar-90,397.35,247.85,397.25,247.74
14-Mar-90,398.8,247.58,398.75,248.1
15-Mar-90,397.6,247.03,399.5,248.21
16-Mar-90,399.2,246.07,400.65,246.71
19-Mar-90,401.25,248.65,402.1,248.46
20-Mar-90,400.8,247.07,399.65,246.82
21-Mar-90,389.9,244.53,392,245.85
22-Mar-90,392.25,245.77,392,245.08
23-Mar-90,393.6,245.77,393.5,245.36
26-Mar-90,379.25,234.9,370.25,229.19
27-Mar-90,369.75,228.64,368,227.05
28-Mar-90,373.3,229.51,372,228.56
29-Mar-90,370.75,227.34,371.5,227.5
30-Mar-90,372.2,226.37,368.5,224.33
02-Apr-90,368,226.28,368.4,226.43
03-Apr-90,374.8,229.56,375,229.61
04-Apr-90,374.25,227.79,374.25,227.76
05-Apr-90,378.1,229.68,378.4,230.31
06-Apr-90,380.35,232.09,377.7,230.59
09-Apr-90,378.85,231.01,376.7,229.65
10-Apr-90,375.3,229.85,375.2,229.62
11-Apr-90,374.1,227.87,374.5,227.87
12-Apr-90,375.25,228.23,375.5,228.46
17-Apr-90,373.85,229.64,374,229.45
18-Apr-90,374.7,229.24,374.75,229.16
19-Apr-90,376.6,228.84,375.75,228.38
20-Apr-90,376.8,229.62,376,228.96
23-Apr-90,375.65,229.49,375.25,229.4
24-Apr-90,377.95,231.35,376.8,230.71
25-Apr-90,374.8,229.05,371.45,226.77
26-Apr-90,371.35,227.36,371.6,227.32
27-Apr-90,371.4,227.39,371.6,227.38
30-Apr-90,371.55,227.53,367.75,224.65
01-May-90,368.95,225.11,369.5,225.68
02-May-90,370.5,225.71,369.6,225.19
03-May-90,369.15,224.79,369.9,225.21
04-May-90,371.4,225.65,371.3,223.81
08-May-90,372.1,222.28,370.65,221.97
09-May-90,369.7,220.06,370.3,220.68
10-May-90,371,221.53,371.75,222.21
11-May-90,368.25,220.18,368.55,219.18
14-May-90,368.3,219.03,369,219.36
15-May-90,367.4,217.85,367.75,218.22
16-May-90,369.6,220.72,369.85,220.28
17-May-90,369.1,217.95,369.2,218.01
18-May-90,369.7,218.18,369.9,218.68
21-May-90,373.4,220.49,373.1,220.42
22-May-90,372.4,220.36,375.1,221.91
